training_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,lr5e-5,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MAX,sso01-adamw-lr3e-5-base-s2rvguqj - _step,sso01-adamw-lr3e-5-base-s2rvguqj - _step__MIN,sso01-adamw-lr3e-5-base-s2rvguqj - _step__MAX,lr3e-5,sso01-adamw-lr3e-5-base-s2rvguqj - training/f1_score-EEE__MIN,sso01-adamw-lr3e-5-base-s2rvguqj - training/f1_score-EEE__MAX,sso01-adamw-lr2e-5-base-2fg7kdwu - _step,sso01-adamw-lr2e-5-base-2fg7kdwu - _step__MIN,sso01-adamw-lr2e-5-base-2fg7kdwu - _step__MAX,lr2e-5,sso01-adamw-lr2e-5-base-2fg7kdwu - training/f1_score-EEE__MIN,sso01-adamw-lr2e-5-base-2fg7kdwu - training/f1_score-EEE__MAX,sso01-adamw-lr1e-5-base-9kqvntjn - _step,sso01-adamw-lr1e-5-base-9kqvntjn - _step__MIN,sso01-adamw-lr1e-5-base-9kqvntjn - _step__MAX,lr1e-5,sso01-adamw-lr1e-5-base-9kqvntjn - training/f1_score-EEE__MIN,sso01-adamw-lr1e-5-base-9kqvntjn - training/f1_score-EEE__MAX,sso01-adamw-lr2e-4-base-14tz536k - _step,sso01-adamw-lr2e-4-base-14tz536k - _step__MIN,sso01-adamw-lr2e-4-base-14tz536k - _step__MAX,lr2e-4,sso01-adamw-lr2e-4-base-14tz536k - training/f1_score-EEE__MIN,sso01-adamw-lr2e-4-base-14tz536k - training/f1_score-EEE__MAX,sso01-adamw-base-rniq89vc - _step,sso01-adamw-base-rniq89vc - _step__MIN,sso01-adamw-base-rniq89vc - _step__MAX,lr4e-4,sso01-adamw-base-rniq89vc - training/f1_score-EEE__MIN,sso01-adamw-base-rniq89vc - training/f1_score-EEE__MAX
60,548,548,548,0.148521505,0.148521505,0.148521505,548,548,548,0.416281497,0.416281497,0.416281497,548,548,548,0.269576662,0.269576662,0.269576662,548,548,548,0.033290179,0.033290179,0.033290179,548,548,548,0.588685601,0.588685601,0.588685601,548,548,548,0.55733878,0.55733878,0.55733878
61,557,557,557,0.149417409,0.149417409,0.149417409,557,557,557,0.414039093,0.414039093,0.414039093,557,557,557,0.26323687,0.26323687,0.26323687,557,557,557,0.036524626,0.036524626,0.036524626,557,557,557,0.584503931,0.584503931,0.584503931,557,557,557,0.563744324,0.563744324,0.563744324
62,566,566,566,0.221949078,0.221949078,0.221949078,566,566,566,0.402744033,0.402744033,0.402744033,566,566,566,0.258812827,0.258812827,0.258812827,566,566,566,0.046325542,0.046325542,0.046325542,566,566,566,0.575032175,0.575032175,0.575032175,566,566,566,0.543299755,0.543299755,0.543299755
63,575,575,575,0.332176372,0.332176372,0.332176372,575,575,575,0.48820538,0.48820538,0.48820538,575,575,575,0.302065568,0.302065568,0.302065568,575,575,575,0.049443353,0.049443353,0.049443353,575,575,575,0.620736606,0.620736606,0.620736606,575,575,575,0.58744023,0.58744023,0.58744023
64,584,584,584,0.409255785,0.409255785,0.409255785,584,584,584,0.460016988,0.460016988,0.460016988,584,584,584,0.298917812,0.298917812,0.298917812,584,584,584,0.05997819,0.05997819,0.05997819,584,584,584,0.57352569,0.57352569,0.57352569,584,584,584,0.541678957,0.541678957,0.541678957
65,593,593,593,0.355249042,0.355249042,0.355249042,593,593,593,0.339300244,0.339300244,0.339300244,593,593,593,0.223321067,0.223321067,0.223321067,593,593,593,0.064914992,0.064914992,0.064914992,593,593,593,0.445077177,0.445077177,0.445077177,593,593,593,0.421491293,0.421491293,0.421491293
66,602,602,602,0.416462633,0.416462633,0.416462633,602,602,602,0.441616676,0.441616676,0.441616676,602,602,602,0.312322544,0.312322544,0.312322544,602,602,602,0.030602363,0.030602363,0.030602363,602,602,602,0.602855334,0.602855334,0.602855334,602,602,602,0.574313576,0.574313576,0.574313576
67,611,611,611,0.463009234,0.463009234,0.463009234,611,611,611,0.421199611,0.421199611,0.421199611,611,611,611,0.305821524,0.305821524,0.305821524,611,611,611,0.027145542,0.027145542,0.027145542,611,611,611,0.60952072,0.60952072,0.60952072,611,611,611,0.588325506,0.588325506,0.588325506
68,620,620,620,0.452351987,0.452351987,0.452351987,620,620,620,0.408356614,0.408356614,0.408356614,620,620,620,0.320565266,0.320565266,0.320565266,620,620,620,0.043084877,0.043084877,0.043084877,620,620,620,0.548878544,0.548878544,0.548878544,620,620,620,0.538916635,0.538916635,0.538916635
69,629,629,629,0.475370551,0.475370551,0.475370551,629,629,629,0.443428968,0.443428968,0.443428968,629,629,629,0.344869043,0.344869043,0.344869043,629,629,629,0.05377176,0.05377176,0.05377176,629,629,629,0.615869854,0.615869854,0.615869854,629,629,629,0.575753012,0.575753012,0.575753012
70,638,638,638,0.504983898,0.504983898,0.504983898,638,638,638,0.479036624,0.479036624,0.479036624,638,638,638,0.37653045,0.37653045,0.37653045,638,638,638,0.049245708,0.049245708,0.049245708,638,638,638,0.595879352,0.595879352,0.595879352,638,638,638,0.574460848,0.574460848,0.574460848
71,647,647,647,0.557806525,0.557806525,0.557806525,647,647,647,0.480837413,0.480837413,0.480837413,647,647,647,0.377593039,0.377593039,0.377593039,647,647,647,0.027017291,0.027017291,0.027017291,647,647,647,0.600751587,0.600751587,0.600751587,647,647,647,0.603227927,0.603227927,0.603227927
72,656,656,656,0.519223147,0.519223147,0.519223147,656,656,656,0.467443685,0.467443685,0.467443685,656,656,656,0.387628554,0.387628554,0.387628554,656,656,656,0.026848106,0.026848106,0.026848106,656,656,656,0.571159537,0.571159537,0.571159537,656,656,656,0.564259903,0.564259903,0.564259903
73,665,665,665,0.520043675,0.520043675,0.520043675,665,665,665,0.455722825,0.455722825,0.455722825,665,665,665,0.376402039,0.376402039,0.376402039,665,665,665,0.034482759,0.034482759,0.034482759,665,665,665,0.597038303,0.597038303,0.597038303,665,665,665,0.580546709,0.580546709,0.580546709
74,674,674,674,0.536728256,0.536728256,0.536728256,674,674,674,0.473134571,0.473134571,0.473134571,674,674,674,0.407284768,0.407284768,0.407284768,674,674,674,0.033454545,0.033454545,0.033454545,674,674,674,0.627027027,0.627027027,0.627027027,674,674,674,0.571224331,0.571224331,0.571224331
75,683,683,683,0.482237228,0.482237228,0.482237228,683,683,683,0.439761387,0.439761387,0.439761387,683,683,683,0.394533227,0.394533227,0.394533227,683,683,683,0.032180209,0.032180209,0.032180209,683,683,683,0.614187272,0.614187272,0.614187272,683,683,683,0.580808081,0.580808081,0.580808081
76,692,692,692,0.489354088,0.489354088,0.489354088,692,692,692,0.413706165,0.413706165,0.413706165,692,692,692,0.371817985,0.371817985,0.371817985,692,692,692,0.020851434,0.020851434,0.020851434,692,692,692,0.545149433,0.545149433,0.545149433,692,692,692,0.493434692,0.493434692,0.493434692
77,701,701,701,0.516113201,0.516113201,0.516113201,701,701,701,0.443891653,0.443891653,0.443891653,701,701,701,0.410724007,0.410724007,0.410724007,701,701,701,0.036420599,0.036420599,0.036420599,701,701,701,0.569544365,0.569544365,0.569544365,701,701,701,0.540819551,0.540819551,0.540819551
78,710,710,710,0.524407723,0.524407723,0.524407723,710,710,710,0.458458566,0.458458566,0.458458566,710,710,710,0.428134557,0.428134557,0.428134557,710,710,710,0.02204904,0.02204904,0.02204904,710,710,710,0.570467397,0.570467397,0.570467397,710,710,710,0.497589002,0.497589002,0.497589002
79,719,719,719,0.519936735,0.519936735,0.519936735,719,719,719,0.476438089,0.476438089,0.476438089,719,719,719,0.443507801,0.443507801,0.443507801,719,719,719,0.056041406,0.056041406,0.056041406,719,719,719,0.556257901,0.556257901,0.556257901,719,719,719,0.566700611,0.566700611,0.566700611
80,728,728,728,0.477906186,0.477906186,0.477906186,728,728,728,0.389817377,0.389817377,0.389817377,728,728,728,0.367362623,0.367362623,0.367362623,728,728,728,0.036684467,0.036684467,0.036684467,728,728,728,0.487145779,0.487145779,0.487145779,728,728,728,0.489208633,0.489208633,0.489208633
81,737,737,737,0.54624364,0.54624364,0.54624364,737,737,737,0.469224,0.469224,0.469224,737,737,737,0.444131621,0.444131621,0.444131621,737,737,737,0.024362819,0.024362819,0.024362819,737,737,737,0.567529816,0.567529816,0.567529816,737,737,737,0.574165885,0.574165885,0.574165885
82,746,746,746,0.582455589,0.582455589,0.582455589,746,746,746,0.445380841,0.445380841,0.445380841,746,746,746,0.430892367,0.430892367,0.430892367,746,746,746,0.033477747,0.033477747,0.033477747,746,746,746,0.589325426,0.589325426,0.589325426,746,746,746,0.603606974,0.603606974,0.603606974
83,755,755,755,0.515882065,0.515882065,0.515882065,755,755,755,0.409389363,0.409389363,0.409389363,755,755,755,0.390116561,0.390116561,0.390116561,755,755,755,0.018421053,0.018421053,0.018421053,755,755,755,0.515198864,0.515198864,0.515198864,755,755,755,0.526332926,0.526332926,0.526332926
84,764,764,764,0.539440928,0.539440928,0.539440928,764,764,764,0.44443245,0.44443245,0.44443245,764,764,764,0.426390403,0.426390403,0.426390403,764,764,764,0.045151158,0.045151158,0.045151158,764,764,764,0.552420158,0.552420158,0.552420158,764,764,764,0.558054,0.558054,0.558054
85,773,773,773,0.544916407,0.544916407,0.544916407,773,773,773,0.414245856,0.414245856,0.414245856,773,773,773,0.400149031,0.400149031,0.400149031,773,773,773,0.041125541,0.041125541,0.041125541,773,773,773,0.54169657,0.54169657,0.54169657,773,773,773,0.553279394,0.553279394,0.553279394
86,782,782,782,0.610022144,0.610022144,0.610022144,782,782,782,0.443446746,0.443446746,0.443446746,782,782,782,0.422014925,0.422014925,0.422014925,782,782,782,0.031589339,0.031589339,0.031589339,782,782,782,0.667332834,0.667332834,0.667332834,782,782,782,0.618647663,0.618647663,0.618647663
87,791,791,791,0.575094977,0.575094977,0.575094977,791,791,791,0.455816944,0.455816944,0.455816944,791,791,791,0.427191633,0.427191633,0.427191633,791,791,791,0.027847612,0.027847612,0.027847612,791,791,791,0.603662525,0.603662525,0.603662525,791,791,791,0.607218338,0.607218338,0.607218338
88,800,800,800,0.573859881,0.573859881,0.573859881,800,800,800,0.439773646,0.439773646,0.439773646,800,800,800,0.419120785,0.419120785,0.419120785,800,800,800,0.033680834,0.033680834,0.033680834,800,800,800,0.650721266,0.650721266,0.650721266,800,800,800,0.588815789,0.588815789,0.588815789
89,809,809,809,0.538312109,0.538312109,0.538312109,809,809,809,0.351889954,0.351889954,0.351889954,809,809,809,0.337977707,0.337977707,0.337977707,809,809,809,0.028985507,0.028985507,0.028985507,809,809,809,0.588149385,0.588149385,0.588149385,809,809,809,0.554560955,0.554560955,0.554560955
90,818,818,818,0.562162162,0.562162162,0.562162162,818,818,818,0.482923285,0.482923285,0.482923285,818,818,818,0.459090909,0.459090909,0.459090909,818,818,818,0.027989371,0.027989371,0.027989371,818,818,818,0.64069683,0.64069683,0.64069683,818,818,818,0.642113955,0.642113955,0.642113955
91,827,827,827,0.654643131,0.654643131,0.654643131,827,827,827,0.448189162,0.448189162,0.448189162,827,827,827,0.427390367,0.427390367,0.427390367,827,827,827,0.024302789,0.024302789,0.024302789,827,827,827,0.655363547,0.655363547,0.655363547,827,827,827,0.626226994,0.626226994,0.626226994
92,836,836,836,0.506081081,0.506081081,0.506081081,836,836,836,0.396358388,0.396358388,0.396358388,836,836,836,0.377662849,0.377662849,0.377662849,836,836,836,0.025605214,0.025605214,0.025605214,836,836,836,0.534570624,0.534570624,0.534570624,836,836,836,0.477288416,0.477288416,0.477288416
93,845,845,845,0.563796876,0.563796876,0.563796876,845,845,845,0.451678754,0.451678754,0.451678754,845,845,845,0.44156753,0.44156753,0.44156753,845,845,845,0.028180194,0.028180194,0.028180194,845,845,845,0.618366265,0.618366265,0.618366265,845,845,845,0.548652744,0.548652744,0.548652744
94,854,854,854,0.560448359,0.560448359,0.560448359,854,854,854,0.474248043,0.474248043,0.474248043,854,854,854,0.464511829,0.464511829,0.464511829,854,854,854,0.038863976,0.038863976,0.038863976,854,854,854,0.607088531,0.607088531,0.607088531,854,854,854,0.582108226,0.582108226,0.582108226
95,863,863,863,0.579476527,0.579476527,0.579476527,863,863,863,0.454521977,0.454521977,0.454521977,863,863,863,0.449141643,0.449141643,0.449141643,863,863,863,0.036102484,0.036102484,0.036102484,863,863,863,0.671391076,0.671391076,0.671391076,863,863,863,0.586892975,0.586892975,0.586892975
96,872,872,872,0.505718548,0.505718548,0.505718548,872,872,872,0.424056977,0.424056977,0.424056977,872,872,872,0.418391065,0.418391065,0.418391065,872,872,872,0.041516628,0.041516628,0.041516628,872,872,872,0.577764694,0.577764694,0.577764694,872,872,872,0.510292442,0.510292442,0.510292442
97,881,881,881,0.554715396,0.554715396,0.554715396,881,881,881,0.418602139,0.418602139,0.418602139,881,881,881,0.413968254,0.413968254,0.413968254,881,881,881,0.027657736,0.027657736,0.027657736,881,881,881,0.644336395,0.644336395,0.644336395,881,881,881,0.527748859,0.527748859,0.527748859
98,890,890,890,0.578301736,0.578301736,0.578301736,890,890,890,0.506987616,0.506987616,0.506987616,890,890,890,0.498538089,0.498538089,0.498538089,890,890,890,0.025346806,0.025346806,0.025346806,890,890,890,0.651506373,0.651506373,0.651506373,890,890,890,0.55425919,0.55425919,0.55425919
99,899,899,899,0.552493162,0.552493162,0.552493162,899,899,899,0.380252331,0.380252331,0.380252331,899,899,899,0.373467575,0.373467575,0.373467575,899,899,899,0.023198421,0.023198421,0.023198421,899,899,899,0.602166604,0.602166604,0.602166604,899,899,899,0.480440771,0.480440771,0.480440771
100,908,908,908,0.566022479,0.566022479,0.566022479,908,908,908,0.436105159,0.436105159,0.436105159,908,908,908,0.431061279,0.431061279,0.431061279,908,908,908,0.036693465,0.036693465,0.036693465,908,908,908,0.60928043,0.60928043,0.60928043,908,908,908,0.526753098,0.526753098,0.526753098
101,917,917,917,0.569474884,0.569474884,0.569474884,917,917,917,0.419066002,0.419066002,0.419066002,917,917,917,0.404035772,0.404035772,0.404035772,917,917,917,0.031534533,0.031534533,0.031534533,917,917,917,0.596599965,0.596599965,0.596599965,917,917,917,0.498414971,0.498414971,0.498414971
102,926,926,926,0.53612509,0.53612509,0.53612509,926,926,926,0.398418625,0.398418625,0.398418625,926,926,926,0.388047288,0.388047288,0.388047288,926,926,926,0.038443507,0.038443507,0.038443507,926,926,926,0.608882846,0.608882846,0.608882846,926,926,926,0.513761468,0.513761468,0.513761468
103,935,935,935,0.625461003,0.625461003,0.625461003,935,935,935,0.528713858,0.528713858,0.528713858,935,935,935,0.511812692,0.511812692,0.511812692,935,935,935,0.02139395,0.02139395,0.02139395,935,935,935,0.611703661,0.611703661,0.611703661,935,935,935,0.524693236,0.524693236,0.524693236
104,944,944,944,0.551481979,0.551481979,0.551481979,944,944,944,0.374170915,0.374170915,0.374170915,944,944,944,0.364426454,0.364426454,0.364426454,944,944,944,0.047961631,0.047961631,0.047961631,944,944,944,0.596622464,0.596622464,0.596622464,944,944,944,0.501991342,0.501991342,0.501991342
105,953,953,953,0.600656782,0.600656782,0.600656782,953,953,953,0.430963665,0.430963665,0.430963665,953,953,953,0.426961096,0.426961096,0.426961096,953,953,953,0.024166667,0.024166667,0.024166667,953,953,953,0.607998755,0.607998755,0.607998755,953,953,953,0.562945915,0.562945915,0.562945915
106,962,962,962,0.583129029,0.583129029,0.583129029,962,962,962,0.503336704,0.503336704,0.503336704,962,962,962,0.489555147,0.489555147,0.489555147,962,962,962,0.037415555,0.037415555,0.037415555,962,962,962,0.599592782,0.599592782,0.599592782,962,962,962,0.556936471,0.556936471,0.556936471
107,971,971,971,0.570932252,0.570932252,0.570932252,971,971,971,0.386457829,0.386457829,0.386457829,971,971,971,0.381543099,0.381543099,0.381543099,971,971,971,0.042056075,0.042056075,0.042056075,971,971,971,0.552601718,0.552601718,0.552601718,971,971,971,0.453940738,0.453940738,0.453940738
108,980,980,980,0.650879896,0.650879896,0.650879896,980,980,980,0.498060746,0.498060746,0.498060746,980,980,980,0.487636634,0.487636634,0.487636634,980,980,980,0.03529827,0.03529827,0.03529827,980,980,980,0.667112697,0.667112697,0.667112697,980,980,980,0.558182554,0.558182554,0.558182554
109,989,989,989,0.54626087,0.54626087,0.54626087,989,989,989,0.43409712,0.43409712,0.43409712,989,989,989,0.423895527,0.423895527,0.423895527,989,989,989,0.046728972,0.046728972,0.046728972,989,989,989,0.621861966,0.621861966,0.621861966,989,989,989,0.504495566,0.504495566,0.504495566
110,998,998,998,0.624694552,0.624694552,0.624694552,998,998,998,0.481048105,0.481048105,0.481048105,998,998,998,0.477049864,0.477049864,0.477049864,998,998,998,0.043142189,0.043142189,0.043142189,998,998,998,0.630214205,0.630214205,0.630214205,998,998,998,0.546809884,0.546809884,0.546809884
111,1007,1007,1007,0.676430748,0.676430748,0.676430748,1007,1007,1007,0.461240508,0.461240508,0.461240508,1007,1007,1007,0.453796599,0.453796599,0.453796599,1007,1007,1007,0.049546142,0.049546142,0.049546142,1007,1007,1007,0.647559172,0.647559172,0.647559172,1007,1007,1007,0.527685782,0.527685782,0.527685782
112,1016,1016,1016,0.589981755,0.589981755,0.589981755,1016,1016,1016,0.503546099,0.503546099,0.503546099,1016,1016,1016,0.494932346,0.494932346,0.494932346,1016,1016,1016,0.054530059,0.054530059,0.054530059,1016,1016,1016,0.654535006,0.654535006,0.654535006,1016,1016,1016,0.570433756,0.570433756,0.570433756
113,1025,1025,1025,0.587773224,0.587773224,0.587773224,1025,1025,1025,0.463360771,0.463360771,0.463360771,1025,1025,1025,0.459119828,0.459119828,0.459119828,1025,1025,1025,0.044070962,0.044070962,0.044070962,1025,1025,1025,0.57754717,0.57754717,0.57754717,1025,1025,1025,0.496465932,0.496465932,0.496465932
114,1034,1034,1034,0.665996986,0.665996986,0.665996986,1034,1034,1034,0.461917946,0.461917946,0.461917946,1034,1034,1034,0.458287103,0.458287103,0.458287103,1034,1034,1034,0.046122373,0.046122373,0.046122373,1034,1034,1034,0.633622983,0.633622983,0.633622983,1034,1034,1034,0.546728972,0.546728972,0.546728972
115,1043,1043,1043,0.666031526,0.666031526,0.666031526,1043,1043,1043,0.475235491,0.475235491,0.475235491,1043,1043,1043,0.470695872,0.470695872,0.470695872,1043,1043,1043,0.058565154,0.058565154,0.058565154,1043,1043,1043,0.674690683,0.674690683,0.674690683,1043,1043,1043,0.600854875,0.600854875,0.600854875
116,1052,1052,1052,0.583544763,0.583544763,0.583544763,1052,1052,1052,0.439386902,0.439386902,0.439386902,1052,1052,1052,0.430529017,0.430529017,0.430529017,1052,1052,1052,0.067438148,0.067438148,0.067438148,1052,1052,1052,0.613788372,0.613788372,0.613788372,1052,1052,1052,0.579700973,0.579700973,0.579700973
117,1061,1061,1061,0.642047107,0.642047107,0.642047107,1061,1061,1061,0.41765111,0.41765111,0.41765111,1061,1061,1061,0.406343573,0.406343573,0.406343573,1061,1061,1061,0.053160318,0.053160318,0.053160318,1061,1061,1061,0.595915577,0.595915577,0.595915577,1061,1061,1061,0.54861506,0.54861506,0.54861506
118,1070,1070,1070,0.630009107,0.630009107,0.630009107,1070,1070,1070,0.386476786,0.386476786,0.386476786,1070,1070,1070,0.373997168,0.373997168,0.373997168,1070,1070,1070,0.055290753,0.055290753,0.055290753,1070,1070,1070,0.623889437,0.623889437,0.623889437,1070,1070,1070,0.528378378,0.528378378,0.528378378
119,1079,1079,1079,0.625628379,0.625628379,0.625628379,1079,1079,1079,0.416897869,0.416897869,0.416897869,1079,1079,1079,0.411399021,0.411399021,0.411399021,1079,1079,1079,0.07026916,0.07026916,0.07026916,1079,1079,1079,0.521203671,0.521203671,0.521203671,1079,1079,1079,0.54169279,0.54169279,0.54169279
120,1088,1088,1088,0.5793503,0.5793503,0.5793503,1088,1088,1088,0.403809104,0.403809104,0.403809104,1088,1088,1088,0.387987105,0.387987105,0.387987105,1088,1088,1088,0.067789197,0.067789197,0.067789197,1088,1088,1088,0.592882795,0.592882795,0.592882795,1088,1088,1088,0.497269465,0.497269465,0.497269465
121,1097,1097,1097,0.570775781,0.570775781,0.570775781,1097,1097,1097,0.415612267,0.415612267,0.415612267,1097,1097,1097,0.408776505,0.408776505,0.408776505,1097,1097,1097,0.074165637,0.074165637,0.074165637,1097,1097,1097,0.586424302,0.586424302,0.586424302,1097,1097,1097,0.533374584,0.533374584,0.533374584
122,1106,1106,1106,0.612004018,0.612004018,0.612004018,1106,1106,1106,0.379830818,0.379830818,0.379830818,1106,1106,1106,0.37280065,0.37280065,0.37280065,1106,1106,1106,0.071412429,0.071412429,0.071412429,1106,1106,1106,0.570259446,0.570259446,0.570259446,1106,1106,1106,0.501253538,0.501253538,0.501253538
123,1115,1115,1115,0.718790599,0.718790599,0.718790599,1115,1115,1115,0.42101289,0.42101289,0.42101289,1115,1115,1115,0.413820358,0.413820358,0.413820358,1115,1115,1115,0.086524529,0.086524529,0.086524529,1115,1115,1115,0.697046027,0.697046027,0.697046027,1115,1115,1115,0.584504278,0.584504278,0.584504278
124,1124,1124,1124,0.771502895,0.771502895,0.771502895,1124,1124,1124,0.512295493,0.512295493,0.512295493,1124,1124,1124,0.502455251,0.502455251,0.502455251,1124,1124,1124,0.089263421,0.089263421,0.089263421,1124,1124,1124,0.790219255,0.790219255,0.790219255,1124,1124,1124,0.66813976,0.66813976,0.66813976
125,1133,1133,1133,0.695693704,0.695693704,0.695693704,1133,1133,1133,0.497257586,0.497257586,0.497257586,1133,1133,1133,0.483798356,0.483798356,0.483798356,1133,1133,1133,0.125828886,0.125828886,0.125828886,1133,1133,1133,0.678379187,0.678379187,0.678379187,1133,1133,1133,0.617706098,0.617706098,0.617706098
126,1142,1142,1142,0.569424245,0.569424245,0.569424245,1142,1142,1142,0.407922461,0.407922461,0.407922461,1142,1142,1142,0.406272511,0.406272511,0.406272511,1142,1142,1142,0.106240126,0.106240126,0.106240126,1142,1142,1142,0.533533383,0.533533383,0.533533383,1142,1142,1142,0.515929337,0.515929337,0.515929337
127,1151,1151,1151,0.684192615,0.684192615,0.684192615,1151,1151,1151,0.453214578,0.453214578,0.453214578,1151,1151,1151,0.446463126,0.446463126,0.446463126,1151,1151,1151,0.101047217,0.101047217,0.101047217,1151,1151,1151,0.610287707,0.610287707,0.610287707,1151,1151,1151,0.638632907,0.638632907,0.638632907
128,1160,1160,1160,0.647188631,0.647188631,0.647188631,1160,1160,1160,0.466034913,0.466034913,0.466034913,1160,1160,1160,0.464600156,0.464600156,0.464600156,1160,1160,1160,0.135476464,0.135476464,0.135476464,1160,1160,1160,0.557579004,0.557579004,0.557579004,1160,1160,1160,0.55998604,0.55998604,0.55998604
129,1169,1169,1169,0.618512694,0.618512694,0.618512694,1169,1169,1169,0.445040214,0.445040214,0.445040214,1169,1169,1169,0.434955419,0.434955419,0.434955419,1169,1169,1169,0.136347327,0.136347327,0.136347327,1169,1169,1169,0.620266623,0.620266623,0.620266623,1169,1169,1169,0.547256708,0.547256708,0.547256708
130,1178,1178,1178,0.618373395,0.618373395,0.618373395,1178,1178,1178,0.393162393,0.393162393,0.393162393,1178,1178,1178,0.391155712,0.391155712,0.391155712,1178,1178,1178,0.12737833,0.12737833,0.12737833,1178,1178,1178,0.559439364,0.559439364,0.559439364,1178,1178,1178,0.486015326,0.486015326,0.486015326
131,1187,1187,1187,0.711106446,0.711106446,0.711106446,1187,1187,1187,0.427142782,0.427142782,0.427142782,1187,1187,1187,0.4173181,0.4173181,0.4173181,1187,1187,1187,0.159636364,0.159636364,0.159636364,1187,1187,1187,0.668098599,0.668098599,0.668098599,1187,1187,1187,0.528447272,0.528447272,0.528447272
132,1196,1196,1196,0.566932311,0.566932311,0.566932311,1196,1196,1196,0.406953183,0.406953183,0.406953183,1196,1196,1196,0.397147438,0.397147438,0.397147438,1196,1196,1196,0.139480821,0.139480821,0.139480821,1196,1196,1196,0.591344489,0.591344489,0.591344489,1196,1196,1196,0.442598052,0.442598052,0.442598052
133,1205,1205,1205,0.60939829,0.60939829,0.60939829,1205,1205,1205,0.470435348,0.470435348,0.470435348,1205,1205,1205,0.462929856,0.462929856,0.462929856,1205,1205,1205,0.135148434,0.135148434,0.135148434,1205,1205,1205,0.681048912,0.681048912,0.681048912,1205,1205,1205,0.540770674,0.540770674,0.540770674
134,1214,1214,1214,0.610866637,0.610866637,0.610866637,1214,1214,1214,0.403673621,0.403673621,0.403673621,1214,1214,1214,0.398287408,0.398287408,0.398287408,1214,1214,1214,0.140986133,0.140986133,0.140986133,1214,1214,1214,0.628267612,0.628267612,0.628267612,1214,1214,1214,0.46198914,0.46198914,0.46198914
135,1223,1223,1223,0.684201236,0.684201236,0.684201236,1223,1223,1223,0.462849561,0.462849561,0.462849561,1223,1223,1223,0.456989247,0.456989247,0.456989247,1223,1223,1223,0.133783784,0.133783784,0.133783784,1223,1223,1223,0.684810533,0.684810533,0.684810533,1223,1223,1223,0.511193328,0.511193328,0.511193328
136,1232,1232,1232,0.589339909,0.589339909,0.589339909,1232,1232,1232,0.425230042,0.425230042,0.425230042,1232,1232,1232,0.422943654,0.422943654,0.422943654,1232,1232,1232,0.15033844,0.15033844,0.15033844,1232,1232,1232,0.605979333,0.605979333,0.605979333,1232,1232,1232,0.461131486,0.461131486,0.461131486
137,1241,1241,1241,0.698887057,0.698887057,0.698887057,1241,1241,1241,0.457975725,0.457975725,0.457975725,1241,1241,1241,0.452349767,0.452349767,0.452349767,1241,1241,1241,0.199871877,0.199871877,0.199871877,1241,1241,1241,0.693916515,0.693916515,0.693916515,1241,1241,1241,0.497757084,0.497757084,0.497757084
138,1250,1250,1250,0.617752396,0.617752396,0.617752396,1250,1250,1250,0.441301273,0.441301273,0.441301273,1250,1250,1250,0.437509934,0.437509934,0.437509934,1250,1250,1250,0.193431259,0.193431259,0.193431259,1250,1250,1250,0.61688472,0.61688472,0.61688472,1250,1250,1250,0.489531179,0.489531179,0.489531179
139,1259,1259,1259,0.591804708,0.591804708,0.591804708,1259,1259,1259,0.40559669,0.40559669,0.40559669,1259,1259,1259,0.391801297,0.391801297,0.391801297,1259,1259,1259,0.163841808,0.163841808,0.163841808,1259,1259,1259,0.6395151,0.6395151,0.6395151,1259,1259,1259,0.415275752,0.415275752,0.415275752
140,1268,1268,1268,0.566917063,0.566917063,0.566917063,1268,1268,1268,0.450885502,0.450885502,0.450885502,1268,1268,1268,0.444246676,0.444246676,0.444246676,1268,1268,1268,0.201988813,0.201988813,0.201988813,1268,1268,1268,0.593280147,0.593280147,0.593280147,1268,1268,1268,0.473479268,0.473479268,0.473479268
141,1277,1277,1277,0.731304481,0.731304481,0.731304481,1277,1277,1277,0.523535253,0.523535253,0.523535253,1277,1277,1277,0.505935982,0.505935982,0.505935982,1277,1277,1277,0.218715084,0.218715084,0.218715084,1277,1277,1277,0.665708499,0.665708499,0.665708499,1277,1277,1277,0.529873021,0.529873021,0.529873021
142,1286,1286,1286,0.683028889,0.683028889,0.683028889,1286,1286,1286,0.467311142,0.467311142,0.467311142,1286,1286,1286,0.467317422,0.467317422,0.467317422,1286,1286,1286,0.222579232,0.222579232,0.222579232,1286,1286,1286,0.583952932,0.583952932,0.583952932,1286,1286,1286,0.475028202,0.475028202,0.475028202
143,1295,1295,1295,0.651653301,0.651653301,0.651653301,1295,1295,1295,0.408090422,0.408090422,0.408090422,1295,1295,1295,0.391083216,0.391083216,0.391083216,1295,1295,1295,0.173096976,0.173096976,0.173096976,1295,1295,1295,0.674030889,0.674030889,0.674030889,1295,1295,1295,0.431932674,0.431932674,0.431932674
