validation_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,ft-Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,ft-iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,ft-iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,ft-EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,ft-iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,ft-EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,ft-iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,ft-EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MAX,fb-Eii,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-Eii__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-Eii__MAX,fb-iEE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEE__MAX,fb-iEi,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEi__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEi__MAX,fb-EEi,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEi__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEi__MAX,fb-iiE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iiE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iiE__MAX,fb-EiE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EiE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EiE__MAX,fb-iii,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iii__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iii__MAX,fb-EEE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEE__MAX
1392,70967.5,70964,70971,1,1,1,0.925925926,0.925925926,0.925925926,0,0,0,0.888888889,0.888888889,0.888888889,0.925925926,0.925925926,0.925925926,0,0,0,0.998542422,0.998542422,0.998542422,0.987654321,0.987654321,0.987654321,70967.5,70964,70971,0.037914692,0.037914692,0.037914692,0.074626866,0.074626866,0.074626866,0,0,0,0.020408163,0.020408163,0.020408163,0.055991041,0.055991041,0.055991041,0,0,0,0.89282972,0.89282972,0.89282972,0.586042823,0.586042823,0.586042823
1393,70975.5,70972,70979,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.955223881,0.955223881,0.955223881,1,1,1,0,0,0,0.999829206,0.999829206,0.999829206,1,1,1,70975.5,70972,70979,0.094256259,0.094256259,0.094256259,0.060663507,0.060663507,0.060663507,0,0,0,0.053736356,0.053736356,0.053736356,0.075382803,0.075382803,0.075382803,0,0,0,0.805930874,0.805930874,0.805930874,0.745744097,0.745744097,0.745744097
1394,70983.5,70980,70987,0.831168831,0.831168831,0.831168831,0.831168831,0.831168831,0.831168831,0,0,0,0.888888889,0.888888889,0.888888889,0.842105263,0.842105263,0.842105263,0,0,0,0.997346118,0.997346118,0.997346118,0.998217469,0.998217469,0.998217469,70983.5,70980,70987,0.102893891,0.102893891,0.102893891,0.05203252,0.05203252,0.05203252,0,0,0,0.057813911,0.057813911,0.057813911,0.081736909,0.081736909,0.081736909,0,0,0,0.760046531,0.760046531,0.760046531,0.711195674,0.711195674,0.711195674
1395,70991.5,70988,70995,0.984615385,0.984615385,0.984615385,0.277777778,0.277777778,0.277777778,0,0,0,1,1,1,0.4,0.4,0.4,0,0,0,0.996847766,0.996847766,0.996847766,0.979234973,0.979234973,0.979234973,70991.5,70988,70995,0.134736842,0.134736842,0.134736842,0.008264463,0.008264463,0.008264463,0,0,0,0.08988764,0.08988764,0.08988764,0.011428571,0.011428571,0.011428571,0,0,0,0.829051132,0.829051132,0.829051132,0.635263752,0.635263752,0.635263752
1396,70999.5,70996,71003,0.857142857,0.857142857,0.857142857,0.98245614,0.98245614,0.98245614,0,0,0,0.6,0.6,0.6,1,1,1,0,0,0,0.999828773,0.999828773,0.999828773,0.9972785,0.9972785,0.9972785,70999.5,70996,71003,0.040540541,0.040540541,0.040540541,0.098939929,0.098939929,0.098939929,0,0,0,0.041666667,0.041666667,0.041666667,0.064159292,0.064159292,0.064159292,0,0,0,0.938449356,0.938449356,0.938449356,0.763565891,0.763565891,0.763565891
1397,71007.5,71004,71011,1,1,1,1,1,1,0,0,0,0.913043478,0.913043478,0.913043478,1,1,1,0,0,0,0.999473823,0.999473823,0.999473823,0.998752339,0.998752339,0.998752339,71007.5,71004,71011,0.174273859,0.174273859,0.174273859,0.084321476,0.084321476,0.084321476,0,0,0,0.174273859,0.174273859,0.174273859,0.073310424,0.073310424,0.073310424,0,0,0,0.909837631,0.909837631,0.909837631,0.852493219,0.852493219,0.852493219
1398,71015.5,71012,71019,0.927536232,0.927536232,0.927536232,1,1,1,0,0,0,0.941176471,0.941176471,0.941176471,1,1,1,0,0,0,0.999594576,0.999594576,0.999594576,1,1,1,71015.5,71012,71019,0.167101828,0.167101828,0.167101828,0.058500914,0.058500914,0.058500914,0,0,0,0.170212766,0.170212766,0.170212766,0.060037523,0.060037523,0.060037523,0,0,0,0.757394465,0.757394465,0.757394465,0.728286583,0.728286583,0.728286583
1399,71023.5,71020,71027,0.984615385,0.984615385,0.984615385,0.707692308,0.707692308,0.707692308,0,0,0,0.984615385,0.984615385,0.984615385,0.807017544,0.807017544,0.807017544,0,0,0,0.998315901,0.998315901,0.998315901,0.994503257,0.994503257,0.994503257,71023.5,71020,71027,0.120982987,0.120982987,0.120982987,0.050493963,0.050493963,0.050493963,0,0,0,0.121904762,0.121904762,0.121904762,0.044145873,0.044145873,0.044145873,0,0,0,0.808885163,0.808885163,0.808885163,0.754860123,0.754860123,0.754860123
1400,71031.5,71028,71035,0.9,0.9,0.9,0.263157895,0.263157895,0.263157895,0,0,0,0.9,0.9,0.9,0.476190476,0.476190476,0.476190476,0,0,0,0.998992111,0.998992111,0.998992111,0.989154013,0.989154013,0.989154013,71031.5,71028,71035,0.114164905,0.114164905,0.114164905,0.012484395,0.012484395,0.012484395,0,0,0,0.125,0.125,0.125,0.009832842,0.009832842,0.009832842,0,0,0,0.857029985,0.857029985,0.857029985,0.645091225,0.645091225,0.645091225
1401,71039.5,71036,71043,0.208333333,0.208333333,0.208333333,0.984615385,0.984615385,0.984615385,0,0,0,0.181818182,0.181818182,0.181818182,0.984615385,0.984615385,0.984615385,0,0,0,0.997153376,0.997153376,0.997153376,0.997359736,0.997359736,0.997359736,71039.5,71036,71043,0.022321429,0.022321429,0.022321429,0.060434372,0.060434372,0.060434372,0,0,0,0.02016129,0.02016129,0.02016129,0.073226545,0.073226545,0.073226545,0,0,0,0.829298936,0.829298936,0.829298936,0.575361088,0.575361088,0.575361088
1402,71047.5,71044,71051,0.62745098,0.62745098,0.62745098,0.96969697,0.96969697,0.96969697,0,0,0,0.646464646,0.646464646,0.646464646,0.984615385,0.984615385,0.984615385,0,0,0,0.996737979,0.996737979,0.996737979,0.999885097,0.999885097,0.999885097,71047.5,71044,71051,0.144144144,0.144144144,0.144144144,0.049921997,0.049921997,0.049921997,0,0,0,0.109589041,0.109589041,0.109589041,0.075650118,0.075650118,0.075650118,0,0,0,0.746491094,0.746491094,0.746491094,0.616924477,0.616924477,0.616924477
1403,71055.5,71052,71059,0.735632184,0.735632184,0.735632184,0.927536232,0.927536232,0.927536232,0,0,0,0.735632184,0.735632184,0.735632184,0.941176471,0.941176471,0.941176471,0,0,0,0.997205048,0.997205048,0.997205048,0.998737808,0.998737808,0.998737808,71055.5,71052,71059,0.135881104,0.135881104,0.135881104,0.069489685,0.069489685,0.069489685,0,0,0,0.100787402,0.100787402,0.100787402,0.094674556,0.094674556,0.094674556,0,0,0,0.81012024,0.81012024,0.81012024,0.721058434,0.721058434,0.721058434
1404,71063.5,71060,71067,1,1,1,0.484848485,0.484848485,0.484848485,0,0,0,1,1,1,0.8,0.8,0.8,0,0,0,0.999725294,0.999725294,0.999725294,0.991392104,0.991392104,0.991392104,71063.5,71060,71067,0.181132075,0.181132075,0.181132075,0.034482759,0.034482759,0.034482759,0,0,0,0.105263158,0.105263158,0.105263158,0.037914692,0.037914692,0.037914692,0,0,0,0.91989645,0.91989645,0.91989645,0.683696469,0.683696469,0.683696469
1405,71071.5,71068,71075,0.818181818,0.818181818,0.818181818,1,1,1,0,0,0,0.782608696,0.782608696,0.782608696,1,1,1,0,0,0,0.999745926,0.999745926,0.999745926,0.998779496,0.998779496,0.998779496,71071.5,71068,71075,0.079646018,0.079646018,0.079646018,0.092753623,0.092753623,0.092753623,0,0,0,0.057692308,0.057692308,0.057692308,0.087791495,0.087791495,0.087791495,0,0,0,0.91433221,0.91433221,0.91433221,0.713582273,0.713582273,0.713582273
1406,71079.5,71076,71083,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,71079.5,71076,71083,0.174386921,0.174386921,0.174386921,0.068376068,0.068376068,0.068376068,0,0,0,0.156862745,0.156862745,0.156862745,0.072976055,0.072976055,0.072976055,0,0,0,0.877054976,0.877054976,0.877054976,0.767510776,0.767510776,0.767510776
1407,71087.5,71084,71091,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,1,1,1,0,0,0,0.99992108,0.99992108,0.99992108,1,1,1,71087.5,71084,71091,0.135021097,0.135021097,0.135021097,0.068965517,0.068965517,0.068965517,0,0,0,0.145124717,0.145124717,0.145124717,0.070640177,0.070640177,0.070640177,0,0,0,0.870450202,0.870450202,0.870450202,0.765087957,0.765087957,0.765087957
1408,71095.5,71092,71099,0.983050847,0.983050847,0.983050847,0.666666667,0.666666667,0.666666667,0,0,0,0.983050847,0.983050847,0.983050847,0.733333333,0.733333333,0.733333333,0,0,0,0.999540295,0.999540295,0.999540295,0.993779904,0.993779904,0.993779904,71095.5,71092,71099,0.121338912,0.121338912,0.121338912,0.029333333,0.029333333,0.029333333,0,0,0,0.126086957,0.126086957,0.126086957,0.022289767,0.022289767,0.022289767,0,0,0,0.888480775,0.888480775,0.888480775,0.761490967,0.761490967,0.761490967
1409,71103.5,71100,71107,0.903225806,0.903225806,0.903225806,0.96969697,0.96969697,0.96969697,0,0,0,0.933333333,0.933333333,0.933333333,0.984615385,0.984615385,0.984615385,0,0,0,0.999237667,0.999237667,0.999237667,0.99612324,0.99612324,0.99612324,71103.5,71100,71107,0.067146283,0.067146283,0.067146283,0.055895197,0.055895197,0.055895197,0,0,0,0.06746988,0.06746988,0.06746988,0.054700855,0.054700855,0.054700855,0,0,0,0.808887077,0.808887077,0.808887077,0.515414064,0.515414064,0.515414064
1410,71111.5,71108,71115,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,1,1,1,0,0,0,0.999922258,0.999922258,0.999922258,1,1,1,71111.5,71108,71115,0.116788321,0.116788321,0.116788321,0.076646707,0.076646707,0.076646707,0,0,0,0.138228942,0.138228942,0.138228942,0.055944056,0.055944056,0.055944056,0,0,0,0.824651626,0.824651626,0.824651626,0.525460455,0.525460455,0.525460455
1411,71119.5,71116,71123,0.96969697,0.96969697,0.96969697,0.746268657,0.746268657,0.746268657,0,0,0,0.984615385,0.984615385,0.984615385,0.847457627,0.847457627,0.847457627,0,0,0,0.997332096,0.997332096,0.997332096,0.992944785,0.992944785,0.992944785,71119.5,71116,71123,0.109401709,0.109401709,0.109401709,0.078125,0.078125,0.078125,0,0,0,0.144144144,0.144144144,0.144144144,0.046772685,0.046772685,0.046772685,0,0,0,0.847446293,0.847446293,0.847446293,0.638888889,0.638888889,0.638888889
1412,71127.5,71124,71131,0.9375,0.9375,0.9375,0.68,0.68,0.68,0,0,0,0.9375,0.9375,0.9375,0.755555556,0.755555556,0.755555556,0,0,0,0.997371136,0.997371136,0.997371136,0.974485597,0.974485597,0.974485597,71127.5,71124,71131,0.056497175,0.056497175,0.056497175,0.036519871,0.036519871,0.036519871,0,0,0,0.046296296,0.046296296,0.046296296,0.026013772,0.026013772,0.026013772,0,0,0,0.850231368,0.850231368,0.850231368,0.53671461,0.53671461,0.53671461
1413,71135.5,71132,71139,0.877192982,0.877192982,0.877192982,1,1,1,0,0,0,0.746268657,0.746268657,0.746268657,1,1,1,0,0,0,0.999085239,0.999085239,0.999085239,0.998800672,0.998800672,0.998800672,71135.5,71132,71139,0.088028169,0.088028169,0.088028169,0.060491493,0.060491493,0.060491493,0,0,0,0.058072009,0.058072009,0.058072009,0.061302682,0.061302682,0.061302682,0,0,0,0.795506474,0.795506474,0.795506474,0.724848784,0.724848784,0.724848784
1414,71143.5,71140,71147,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0,0,0,0.955223881,0.955223881,0.955223881,0.96969697,0.96969697,0.96969697,0,0,0,0.999705895,0.999705895,0.999705895,1,1,1,71143.5,71140,71147,0.104065041,0.104065041,0.104065041,0.050078247,0.050078247,0.050078247,0,0,0,0.07032967,0.07032967,0.07032967,0.062561095,0.062561095,0.062561095,0,0,0,0.686623314,0.686623314,0.686623314,0.653669051,0.653669051,0.653669051
1415,71151.5,71148,71155,0.914285714,0.914285714,0.914285714,0.8,0.8,0.8,0,0,0,0.927536232,0.927536232,0.927536232,0.807692308,0.807692308,0.807692308,0,0,0,0.998972589,0.998972589,0.998972589,0.998883513,0.998883513,0.998883513,71151.5,71148,71155,0.106312292,0.106312292,0.106312292,0.03032491,0.03032491,0.03032491,0,0,0,0.075739645,0.075739645,0.075739645,0.03559322,0.03559322,0.03559322,0,0,0,0.61177245,0.61177245,0.61177245,0.599096067,0.599096067,0.599096067
1416,71159.5,71156,71163,0.698412698,0.698412698,0.698412698,0.4,0.4,0.4,0,0,0,0.721311475,0.721311475,0.721311475,0.689655172,0.689655172,0.689655172,0,0,0,0.993206476,0.993206476,0.993206476,0.945964912,0.945964912,0.945964912,71159.5,71156,71163,0.092827004,0.092827004,0.092827004,0.021715527,0.021715527,0.021715527,0,0,0,0.082089552,0.082089552,0.082089552,0.014695077,0.014695077,0.014695077,0,0,0,0.850125803,0.850125803,0.850125803,0.583302685,0.583302685,0.583302685
1417,71167.5,71164,71171,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.998725754,0.998725754,0.998725754,0.997967659,0.997967659,0.997967659,71167.5,71164,71171,0,0,0,0.087912088,0.087912088,0.087912088,0,0,0,0,0,0,0.048120301,0.048120301,0.048120301,0,0,0,0.769499915,0.769499915,0.769499915,0.270692504,0.270692504,0.270692504
1418,71175.5,71172,71179,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0.999277065,0.999277065,0.999277065,0.999813381,0.999813381,0.999813381,71175.5,71172,71179,0,0,0,0.079701121,0.079701121,0.079701121,0,0,0,0,0,0,0.057657658,0.057657658,0.057657658,0,0,0,0.495883571,0.495883571,0.495883571,0.122648084,0.122648084,0.122648084
1419,71183.5,71180,71187,0.864864865,0.864864865,0.864864865,0.592592593,0.592592593,0.592592593,0,0,0,0.864864865,0.864864865,0.864864865,0.62745098,0.62745098,0.62745098,0,0,0,0.993371358,0.993371358,0.993371358,0.997150997,0.997150997,0.997150997,71183.5,71180,71187,0.078431373,0.078431373,0.078431373,0.047267356,0.047267356,0.047267356,0,0,0,0.047267356,0.047267356,0.047267356,0.044198895,0.044198895,0.044198895,0,0,0,0.149271845,0.149271845,0.149271845,0.498667719,0.498667719,0.498667719
1420,71191.5,71188,71195,1,1,1,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0.108108108,0.108108108,0.108108108,0,0,0,0.995243902,0.995243902,0.995243902,0.998068415,0.998068415,0.998068415,71191.5,71188,71195,0.119626168,0.119626168,0.119626168,0,0,0,0,0,0,0.070718232,0.070718232,0.070718232,0,0,0,0,0,0,0.075392439,0.075392439,0.075392439,0.590087572,0.590087572,0.590087572
1421,71199.5,71196,71203,0.96969697,0.96969697,0.96969697,0.141772152,0.141772152,0.141772152,0,0,0,0.941176471,0.941176471,0.941176471,0.216783217,0.216783217,0.216783217,0,0,0,0.977550098,0.977550098,0.977550098,0.989927816,0.989927816,0.989927816,71199.5,71196,71203,0.140969163,0.140969163,0.140969163,0,0,0,0,0,0,0.080808081,0.080808081,0.080808081,0,0,0,0,0,0,0.080501732,0.080501732,0.080501732,0.522395521,0.522395521,0.522395521
1422,71207.5,71204,71211,0,0,0,0.187134503,0.187134503,0.187134503,0,0,0,0,0,0,0.182857143,0.182857143,0.182857143,0,0,0,0.970520461,0.970520461,0.970520461,0.989876033,0.989876033,0.989876033,71207.5,71204,71211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02582752,0.02582752,0.02582752,0.719488189,0.719488189,0.719488189
1423,71215.5,71212,71219,0.96,0.96,0.96,0.229007634,0.229007634,0.229007634,0,0,0,0.857142857,0.857142857,0.857142857,0.205405405,0.205405405,0.205405405,0,0,0,0.92807594,0.92807594,0.92807594,0.99762969,0.99762969,0.99762969,71215.5,71212,71219,0.038095238,0.038095238,0.038095238,0,0,0,0,0,0,0.036036036,0.036036036,0.036036036,0,0,0,0,0,0,0.238787113,0.238787113,0.238787113,0.852652689,0.852652689,0.852652689
1424,71223.5,71220,71227,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.991548677,0.991548677,0.991548677,0.99832955,0.99832955,0.99832955,71223.5,71220,71227,0.112280702,0.112280702,0.112280702,0,0,0,0,0,0,0.113676732,0.113676732,0.113676732,0,0,0,0,0,0,0.66752522,0.66752522,0.66752522,0.808530941,0.808530941,0.808530941
1425,71231.5,71228,71235,0.96969697,0.96969697,0.96969697,0.566037736,0.566037736,0.566037736,0,0,0,0.96969697,0.96969697,0.96969697,0.62745098,0.62745098,0.62745098,0,0,0,0.997653991,0.997653991,0.997653991,0.998081705,0.998081705,0.998081705,71231.5,71228,71235,0.134736842,0.134736842,0.134736842,0.027752081,0.027752081,0.027752081,0,0,0,0.112280702,0.112280702,0.112280702,0.041994751,0.041994751,0.041994751,0,0,0,0.791565767,0.791565767,0.791565767,0.727868341,0.727868341,0.727868341
1426,71239.5,71236,71243,0.959349593,0.959349593,0.959349593,0.984615385,0.984615385,0.984615385,0,0,0,0.882352941,0.882352941,0.882352941,0.984615385,0.984615385,0.984615385,0,0,0,0.995516089,0.995516089,0.995516089,0.990424077,0.990424077,0.990424077,71239.5,71236,71243,0.209219858,0.209219858,0.209219858,0.056737589,0.056737589,0.056737589,0,0,0,0.165497896,0.165497896,0.165497896,0.079900125,0.079900125,0.079900125,0,0,0,0.729336145,0.729336145,0.729336145,0.530042017,0.530042017,0.530042017
1427,71247.5,71244,71251,0.972222222,0.972222222,0.972222222,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.999631974,0.999631974,0.999631974,0.998076923,0.998076923,0.998076923,71247.5,71244,71251,0.123022847,0.123022847,0.123022847,0.05893186,0.05893186,0.05893186,0,0,0,0.086404066,0.086404066,0.086404066,0.073226545,0.073226545,0.073226545,0,0,0,0.746620185,0.746620185,0.746620185,0.279903482,0.279903482,0.279903482
1428,71255.5,71252,71259,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,0.99952183,0.99952183,0.99952183,1,1,1,71255.5,71252,71259,0.095952024,0.095952024,0.095952024,0.055700609,0.055700609,0.055700609,0,0,0,0.066321244,0.066321244,0.066321244,0.069114471,0.069114471,0.069114471,0,0,0,0.715298261,0.715298261,0.715298261,0.321325185,0.321325185,0.321325185
1429,71263.5,71260,71267,0.916666667,0.916666667,0.916666667,0.653061224,0.653061224,0.653061224,0,0,0,0.936170213,0.936170213,0.936170213,0.739130435,0.739130435,0.739130435,0,0,0,0.998513413,0.998513413,0.998513413,0.989481066,0.989481066,0.989481066,71263.5,71260,71267,0.074702886,0.074702886,0.074702886,0.032820513,0.032820513,0.032820513,0,0,0,0.059863946,0.059863946,0.059863946,0.037904125,0.037904125,0.037904125,0,0,0,0.791704309,0.791704309,0.791704309,0.301631117,0.301631117,0.301631117
1430,71271.5,71268,71275,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.999595371,0.999595371,0.999595371,0.99768697,0.99768697,0.99768697,71271.5,71268,71275,0,0,0,0.120754717,0.120754717,0.120754717,0,0,0,0,0,0,0.066047472,0.066047472,0.066047472,0,0,0,0.869770042,0.869770042,0.869770042,0.540124588,0.540124588,0.540124588
1431,71279.5,71276,71283,1,1,1,1,1,1,0,0,0,0.956521739,0.956521739,0.956521739,0.984615385,0.984615385,0.984615385,0,0,0,0.999825814,0.999825814,0.999825814,0.999868404,0.999868404,0.999868404,71279.5,71276,71283,0.1375,0.1375,0.1375,0.076923077,0.076923077,0.076923077,0,0,0,0.108374384,0.108374384,0.108374384,0.07079646,0.07079646,0.07079646,0,0,0,0.730684748,0.730684748,0.730684748,0.345604158,0.345604158,0.345604158
1432,71287.5,71284,71291,0.984615385,0.984615385,0.984615385,0.941176471,0.941176471,0.941176471,0,0,0,0.984615385,0.984615385,0.984615385,0.901408451,0.901408451,0.901408451,0,0,0,0.999209005,0.999209005,0.999209005,1,1,1,71287.5,71284,71291,0.18879056,0.18879056,0.18879056,0.0625,0.0625,0.0625,0,0,0,0.108108108,0.108108108,0.108108108,0.10031348,0.10031348,0.10031348,0,0,0,0.728445922,0.728445922,0.728445922,0.38,0.38,0.38
1433,71295.5,71292,71299,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.997675541,0.997675541,0.997675541,0.990561145,0.990561145,0.990561145,71295.5,71292,71299,0.167101828,0.167101828,0.167101828,0,0,0,0,0,0,0.109589041,0.109589041,0.109589041,0,0,0,0,0,0,0.823750102,0.823750102,0.823750102,0.283935674,0.283935674,0.283935674
1434,71303.5,71300,71307,1,1,1,0.85106383,0.85106383,0.85106383,0,0,0,1,1,1,0.930232558,0.930232558,0.930232558,0,0,0,0.999799559,0.999799559,0.999799559,0.998442368,0.998442368,0.998442368,71303.5,71300,71307,0.071641791,0.071641791,0.071641791,0.062992126,0.062992126,0.062992126,0,0,0,0.051835853,0.051835853,0.051835853,0.067567568,0.067567568,0.067567568,0,0,0,0.895280707,0.895280707,0.895280707,0.393643032,0.393643032,0.393643032
1435,71311.5,71308,71315,0.943396226,0.943396226,0.943396226,0.927536232,0.927536232,0.927536232,0,0,0,0.945454545,0.945454545,0.945454545,0.984615385,0.984615385,0.984615385,0,0,0,0.999474386,0.999474386,0.999474386,0.999869537,0.999869537,0.999869537,71311.5,71308,71315,0.103305785,0.103305785,0.103305785,0.072644722,0.072644722,0.072644722,0,0,0,0.08291874,0.08291874,0.08291874,0.091428571,0.091428571,0.091428571,0,0,0,0.840259469,0.840259469,0.840259469,0.538094455,0.538094455,0.538094455
1436,71319.5,71316,71323,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,0.998981712,0.998981712,0.998981712,0.997572505,0.997572505,0.997572505,71319.5,71316,71323,0.143176734,0.143176734,0.143176734,0.061657033,0.061657033,0.061657033,0,0,0,0.101426307,0.101426307,0.101426307,0.079900125,0.079900125,0.079900125,0,0,0,0.822406325,0.822406325,0.822406325,0.491588156,0.491588156,0.491588156
1437,71327.5,71324,71331,0.941176471,0.941176471,0.941176471,0.820512821,0.820512821,0.820512821,0,0,0,0.96969697,0.96969697,0.96969697,0.864864865,0.864864865,0.864864865,0,0,0,0.99887966,0.99887966,0.99887966,0.997708174,0.997708174,0.997708174,71327.5,71324,71331,0.125736739,0.125736739,0.125736739,0.027726433,0.027726433,0.027726433,0,0,0,0.086486486,0.086486486,0.086486486,0.038910506,0.038910506,0.038910506,0,0,0,0.815732399,0.815732399,0.815732399,0.488673139,0.488673139,0.488673139
1438,71335.5,71332,71339,0.538461538,0.538461538,0.538461538,0.78125,0.78125,0.78125,0,0,0,0.608695652,0.608695652,0.608695652,0.847457627,0.847457627,0.847457627,0,0,0,0.995687885,0.995687885,0.995687885,0.967980296,0.967980296,0.967980296,71335.5,71332,71339,0.039325843,0.039325843,0.039325843,0,0,0,0,0,0,0.038043478,0.038043478,0.038043478,0,0,0,0,0,0,0.286894786,0.286894786,0.286894786,0.209670456,0.209670456,0.209670456
1439,71343.5,71340,71347,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0.999272971,0.999272971,0.999272971,0.999383941,0.999383941,0.999383941,71343.5,71340,71347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223514,0.000223514,0.000223514,0.624879713,0.624879713,0.624879713
1440,71351.5,71348,71355,0.96,0.96,0.96,0.864864865,0.864864865,0.864864865,0,0,0,0.961538462,0.961538462,0.961538462,0.864864865,0.864864865,0.864864865,0,0,0,0.997253376,0.997253376,0.997253376,0.999830881,0.999830881,0.999830881,71351.5,71348,71355,0.223255814,0.223255814,0.223255814,0,0,0,0,0,0,0.251308901,0.251308901,0.251308901,0,0,0,0,0,0,0.167329011,0.167329011,0.167329011,0.852899889,0.852899889,0.852899889
1441,71359.5,71356,71363,0.761904762,0.761904762,0.761904762,0,0,0,0,0,0,0.752941176,0.752941176,0.752941176,0,0,0,0,0,0,0.996780232,0.996780232,0.996780232,0.997272346,0.997272346,0.997272346,71359.5,71356,71363,0.253968254,0.253968254,0.253968254,0,0,0,0,0,0,0.139737991,0.139737991,0.139737991,0,0,0,0,0,0,0.599184356,0.599184356,0.599184356,0.857075826,0.857075826,0.857075826
1442,71367.5,71364,71371,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.761904762,0.761904762,0.761904762,0,0,0,0,0,0,0.997500341,0.997500341,0.997500341,0.992969277,0.992969277,0.992969277,71367.5,71364,71371,0.230215827,0.230215827,0.230215827,0,0,0,0,0,0,0.112676056,0.112676056,0.112676056,0,0,0,0,0,0,0.795741196,0.795741196,0.795741196,0.789662482,0.789662482,0.789662482
