training_step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MAX,lr5e-5,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-EEE__MAX,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MAX,lr3e-5,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-EEE__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-EEE__MAX,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MAX,lr2e-5,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-EEE__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-EEE__MAX,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MAX,lr1e-5,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-EEE__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-EEE__MAX,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MAX,lr2e-4,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-EEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-EEE__MAX,sso01-adamw-freeze.base-30v736in - _step,sso01-adamw-freeze.base-30v736in - _step__MIN,sso01-adamw-freeze.base-30v736in - _step__MAX,lr4e-4,sso01-adamw-freeze.base-30v736in - training/f1_score-EEE__MIN,sso01-adamw-freeze.base-30v736in - training/f1_score-EEE__MAX
2397,26024,26024,26024,0.450359712,0.450359712,0.450359712,26024,26024,26024,0.412217048,0.412217048,0.412217048,26024,26024,26024,0.372673576,0.372673576,0.372673576,26024,26024,26024,0.292198933,0.292198933,0.292198933,26024,26024,26024,0.509527439,0.509527439,0.509527439,26024,26024,26024,0.517140429,0.517140429,0.517140429
2398,26033,26033,26033,0.516055521,0.516055521,0.516055521,26033,26033,26033,0.474348944,0.474348944,0.474348944,26033,26033,26033,0.438221911,0.438221911,0.438221911,26033,26033,26033,0.361691158,0.361691158,0.361691158,26033,26033,26033,0.573417364,0.573417364,0.573417364,26033,26033,26033,0.58222429,0.58222429,0.58222429
2399,26042,26042,26042,0.505815687,0.505815687,0.505815687,26042,26042,26042,0.481252575,0.481252575,0.481252575,26042,26042,26042,0.433707398,0.433707398,0.433707398,26042,26042,26042,0.364114286,0.364114286,0.364114286,26042,26042,26042,0.565432766,0.565432766,0.565432766,26042,26042,26042,0.591579321,0.591579321,0.591579321
2400,26051,26051,26051,0.521546728,0.521546728,0.521546728,26051,26051,26051,0.506904232,0.506904232,0.506904232,26051,26051,26051,0.464815251,0.464815251,0.464815251,26051,26051,26051,0.368311904,0.368311904,0.368311904,26051,26051,26051,0.580941447,0.580941447,0.580941447,26051,26051,26051,0.591234011,0.591234011,0.591234011
2401,26060,26060,26060,0.468640033,0.468640033,0.468640033,26060,26060,26060,0.430227374,0.430227374,0.430227374,26060,26060,26060,0.373998627,0.373998627,0.373998627,26060,26060,26060,0.287145242,0.287145242,0.287145242,26060,26060,26060,0.530304476,0.530304476,0.530304476,26060,26060,26060,0.532827324,0.532827324,0.532827324
2402,26069,26069,26069,0.555104526,0.555104526,0.555104526,26069,26069,26069,0.497960983,0.497960983,0.497960983,26069,26069,26069,0.450694603,0.450694603,0.450694603,26069,26069,26069,0.351289252,0.351289252,0.351289252,26069,26069,26069,0.613265402,0.613265402,0.613265402,26069,26069,26069,0.635508798,0.635508798,0.635508798
2403,26078,26078,26078,0.595395712,0.595395712,0.595395712,26078,26078,26078,0.564735676,0.564735676,0.564735676,26078,26078,26078,0.513723346,0.513723346,0.513723346,26078,26078,26078,0.405638595,0.405638595,0.405638595,26078,26078,26078,0.644759725,0.644759725,0.644759725,26078,26078,26078,0.665806452,0.665806452,0.665806452
2404,26087,26087,26087,0.451585889,0.451585889,0.451585889,26087,26087,26087,0.407794015,0.407794015,0.407794015,26087,26087,26087,0.351154464,0.351154464,0.351154464,26087,26087,26087,0.295616993,0.295616993,0.295616993,26087,26087,26087,0.521463555,0.521463555,0.521463555,26087,26087,26087,0.530861874,0.530861874,0.530861874
2405,26096,26096,26096,0.523076923,0.523076923,0.523076923,26096,26096,26096,0.463717292,0.463717292,0.463717292,26096,26096,26096,0.417943409,0.417943409,0.417943409,26096,26096,26096,0.345386347,0.345386347,0.345386347,26096,26096,26096,0.582664526,0.582664526,0.582664526,26096,26096,26096,0.608048698,0.608048698,0.608048698
2406,26105,26105,26105,0.573839662,0.573839662,0.573839662,26105,26105,26105,0.535435925,0.535435925,0.535435925,26105,26105,26105,0.48038935,0.48038935,0.48038935,26105,26105,26105,0.398693522,0.398693522,0.398693522,26105,26105,26105,0.633137012,0.633137012,0.633137012,26105,26105,26105,0.637498074,0.637498074,0.637498074
2407,26114,26114,26114,0.463447653,0.463447653,0.463447653,26114,26114,26114,0.428313905,0.428313905,0.428313905,26114,26114,26114,0.372149738,0.372149738,0.372149738,26114,26114,26114,0.276935355,0.276935355,0.276935355,26114,26114,26114,0.530603718,0.530603718,0.530603718,26114,26114,26114,0.555634735,0.555634735,0.555634735
2408,26123,26123,26123,0.440180326,0.440180326,0.440180326,26123,26123,26123,0.387137773,0.387137773,0.387137773,26123,26123,26123,0.333333333,0.333333333,0.333333333,26123,26123,26123,0.269653303,0.269653303,0.269653303,26123,26123,26123,0.523390262,0.523390262,0.523390262,26123,26123,26123,0.540118639,0.540118639,0.540118639
2409,26132,26132,26132,0.579248289,0.579248289,0.579248289,26132,26132,26132,0.518721461,0.518721461,0.518721461,26132,26132,26132,0.461781428,0.461781428,0.461781428,26132,26132,26132,0.37780682,0.37780682,0.37780682,26132,26132,26132,0.640413615,0.640413615,0.640413615,26132,26132,26132,0.651788022,0.651788022,0.651788022
2410,26141,26141,26141,0.515208495,0.515208495,0.515208495,26141,26141,26141,0.464897863,0.464897863,0.464897863,26141,26141,26141,0.389811739,0.389811739,0.389811739,26141,26141,26141,0.299316079,0.299316079,0.299316079,26141,26141,26141,0.569077611,0.569077611,0.569077611,26141,26141,26141,0.585735661,0.585735661,0.585735661
2411,26150,26150,26150,0.49096541,0.49096541,0.49096541,26150,26150,26150,0.43801991,0.43801991,0.43801991,26150,26150,26150,0.386398334,0.386398334,0.386398334,26150,26150,26150,0.297107115,0.297107115,0.297107115,26150,26150,26150,0.554104254,0.554104254,0.554104254,26150,26150,26150,0.551848729,0.551848729,0.551848729
2412,26159,26159,26159,0.482724702,0.482724702,0.482724702,26159,26159,26159,0.446914226,0.446914226,0.446914226,26159,26159,26159,0.399386845,0.399386845,0.399386845,26159,26159,26159,0.313394846,0.313394846,0.313394846,26159,26159,26159,0.535505334,0.535505334,0.535505334,26159,26159,26159,0.54231512,0.54231512,0.54231512
2413,26168,26168,26168,0.521110284,0.521110284,0.521110284,26168,26168,26168,0.487900438,0.487900438,0.487900438,26168,26168,26168,0.4268189,0.4268189,0.4268189,26168,26168,26168,0.34114081,0.34114081,0.34114081,26168,26168,26168,0.573877866,0.573877866,0.573877866,26168,26168,26168,0.586056231,0.586056231,0.586056231
2414,26177,26177,26177,0.458266749,0.458266749,0.458266749,26177,26177,26177,0.40700916,0.40700916,0.40700916,26177,26177,26177,0.355341144,0.355341144,0.355341144,26177,26177,26177,0.290779039,0.290779039,0.290779039,26177,26177,26177,0.506448357,0.506448357,0.506448357,26177,26177,26177,0.529161059,0.529161059,0.529161059
2415,26186,26186,26186,0.494751255,0.494751255,0.494751255,26186,26186,26186,0.457383966,0.457383966,0.457383966,26186,26186,26186,0.394083601,0.394083601,0.394083601,26186,26186,26186,0.307321226,0.307321226,0.307321226,26186,26186,26186,0.546625832,0.546625832,0.546625832,26186,26186,26186,0.561052099,0.561052099,0.561052099
2416,26195,26195,26195,0.492604962,0.492604962,0.492604962,26195,26195,26195,0.430210079,0.430210079,0.430210079,26195,26195,26195,0.396893204,0.396893204,0.396893204,26195,26195,26195,0.327622823,0.327622823,0.327622823,26195,26195,26195,0.551739371,0.551739371,0.551739371,26195,26195,26195,0.565911543,0.565911543,0.565911543
2417,26204,26204,26204,0.481174782,0.481174782,0.481174782,26204,26204,26204,0.402942572,0.402942572,0.402942572,26204,26204,26204,0.355528256,0.355528256,0.355528256,26204,26204,26204,0.283598169,0.283598169,0.283598169,26204,26204,26204,0.536278881,0.536278881,0.536278881,26204,26204,26204,0.554128803,0.554128803,0.554128803
2418,26213,26213,26213,0.458800535,0.458800535,0.458800535,26213,26213,26213,0.410413476,0.410413476,0.410413476,26213,26213,26213,0.359223301,0.359223301,0.359223301,26213,26213,26213,0.281700375,0.281700375,0.281700375,26213,26213,26213,0.524997628,0.524997628,0.524997628,26213,26213,26213,0.54424696,0.54424696,0.54424696
2419,26222,26222,26222,0.460610726,0.460610726,0.460610726,26222,26222,26222,0.41065956,0.41065956,0.41065956,26222,26222,26222,0.368682684,0.368682684,0.368682684,26222,26222,26222,0.283286994,0.283286994,0.283286994,26222,26222,26222,0.530740428,0.530740428,0.530740428,26222,26222,26222,0.550244368,0.550244368,0.550244368
2420,26231,26231,26231,0.482310938,0.482310938,0.482310938,26231,26231,26231,0.413230841,0.413230841,0.413230841,26231,26231,26231,0.379753026,0.379753026,0.379753026,26231,26231,26231,0.315818356,0.315818356,0.315818356,26231,26231,26231,0.514229249,0.514229249,0.514229249,26231,26231,26231,0.539098613,0.539098613,0.539098613
2421,26240,26240,26240,0.52972973,0.52972973,0.52972973,26240,26240,26240,0.493498759,0.493498759,0.493498759,26240,26240,26240,0.456312666,0.456312666,0.456312666,26240,26240,26240,0.350331049,0.350331049,0.350331049,26240,26240,26240,0.593927728,0.593927728,0.593927728,26240,26240,26240,0.599914493,0.599914493,0.599914493
2422,26249,26249,26249,0.548958583,0.548958583,0.548958583,26249,26249,26249,0.49069115,0.49069115,0.49069115,26249,26249,26249,0.417194448,0.417194448,0.417194448,26249,26249,26249,0.332333533,0.332333533,0.332333533,26249,26249,26249,0.631658727,0.631658727,0.631658727,26249,26249,26249,0.654049962,0.654049962,0.654049962
2423,26258,26258,26258,0.543577758,0.543577758,0.543577758,26258,26258,26258,0.500865316,0.500865316,0.500865316,26258,26258,26258,0.438555743,0.438555743,0.438555743,26258,26258,26258,0.357423228,0.357423228,0.357423228,26258,26258,26258,0.591476855,0.591476855,0.591476855,26258,26258,26258,0.594929783,0.594929783,0.594929783
2424,26267,26267,26267,0.553412611,0.553412611,0.553412611,26267,26267,26267,0.504444682,0.504444682,0.504444682,26267,26267,26267,0.446848857,0.446848857,0.446848857,26267,26267,26267,0.341112214,0.341112214,0.341112214,26267,26267,26267,0.606438015,0.606438015,0.606438015,26267,26267,26267,0.62349109,0.62349109,0.62349109
2425,26276,26276,26276,0.441272812,0.441272812,0.441272812,26276,26276,26276,0.403588577,0.403588577,0.403588577,26276,26276,26276,0.357033248,0.357033248,0.357033248,26276,26276,26276,0.29132948,0.29132948,0.29132948,26276,26276,26276,0.494588027,0.494588027,0.494588027,26276,26276,26276,0.512943747,0.512943747,0.512943747
2426,26285,26285,26285,0.453739612,0.453739612,0.453739612,26285,26285,26285,0.402290191,0.402290191,0.402290191,26285,26285,26285,0.349606299,0.349606299,0.349606299,26285,26285,26285,0.260038917,0.260038917,0.260038917,26285,26285,26285,0.512119649,0.512119649,0.512119649,26285,26285,26285,0.539622163,0.539622163,0.539622163
2427,26294,26294,26294,0.523754045,0.523754045,0.523754045,26294,26294,26294,0.468448608,0.468448608,0.468448608,26294,26294,26294,0.39267695,0.39267695,0.39267695,26294,26294,26294,0.303551521,0.303551521,0.303551521,26294,26294,26294,0.597160921,0.597160921,0.597160921,26294,26294,26294,0.605241314,0.605241314,0.605241314
2428,26303,26303,26303,0.568734793,0.568734793,0.568734793,26303,26303,26303,0.511252288,0.511252288,0.511252288,26303,26303,26303,0.443260401,0.443260401,0.443260401,26303,26303,26303,0.355254917,0.355254917,0.355254917,26303,26303,26303,0.65,0.65,0.65,26303,26303,26303,0.662065157,0.662065157,0.662065157
2429,26312,26312,26312,0.477650064,0.477650064,0.477650064,26312,26312,26312,0.455052979,0.455052979,0.455052979,26312,26312,26312,0.387533875,0.387533875,0.387533875,26312,26312,26312,0.305625525,0.305625525,0.305625525,26312,26312,26312,0.555245697,0.555245697,0.555245697,26312,26312,26312,0.573756829,0.573756829,0.573756829
2430,26321,26321,26321,0.476385542,0.476385542,0.476385542,26321,26321,26321,0.436630037,0.436630037,0.436630037,26321,26321,26321,0.370857577,0.370857577,0.370857577,26321,26321,26321,0.278040635,0.278040635,0.278040635,26321,26321,26321,0.568791013,0.568791013,0.568791013,26321,26321,26321,0.568176796,0.568176796,0.568176796
2431,26330,26330,26330,0.517097393,0.517097393,0.517097393,26330,26330,26330,0.463948344,0.463948344,0.463948344,26330,26330,26330,0.425984062,0.425984062,0.425984062,26330,26330,26330,0.320573515,0.320573515,0.320573515,26330,26330,26330,0.580102258,0.580102258,0.580102258,26330,26330,26330,0.587134749,0.587134749,0.587134749
2432,26339,26339,26339,0.522622563,0.522622563,0.522622563,26339,26339,26339,0.470075612,0.470075612,0.470075612,26339,26339,26339,0.413802292,0.413802292,0.413802292,26339,26339,26339,0.330785869,0.330785869,0.330785869,26339,26339,26339,0.600823915,0.600823915,0.600823915,26339,26339,26339,0.616396867,0.616396867,0.616396867
2433,26348,26348,26348,0.483921854,0.483921854,0.483921854,26348,26348,26348,0.440594059,0.440594059,0.440594059,26348,26348,26348,0.389828252,0.389828252,0.389828252,26348,26348,26348,0.314336075,0.314336075,0.314336075,26348,26348,26348,0.531628226,0.531628226,0.531628226,26348,26348,26348,0.545126761,0.545126761,0.545126761
2434,26357,26357,26357,0.481796892,0.481796892,0.481796892,26357,26357,26357,0.447012138,0.447012138,0.447012138,26357,26357,26357,0.419970986,0.419970986,0.419970986,26357,26357,26357,0.307277628,0.307277628,0.307277628,26357,26357,26357,0.529370699,0.529370699,0.529370699,26357,26357,26357,0.538959764,0.538959764,0.538959764
2435,26366,26366,26366,0.537372844,0.537372844,0.537372844,26366,26366,26366,0.484220333,0.484220333,0.484220333,26366,26366,26366,0.450541339,0.450541339,0.450541339,26366,26366,26366,0.356244761,0.356244761,0.356244761,26366,26366,26366,0.597502792,0.597502792,0.597502792,26366,26366,26366,0.606114051,0.606114051,0.606114051
2436,26375,26375,26375,0.481320193,0.481320193,0.481320193,26375,26375,26375,0.422257397,0.422257397,0.422257397,26375,26375,26375,0.37681893,0.37681893,0.37681893,26375,26375,26375,0.288461538,0.288461538,0.288461538,26375,26375,26375,0.555613144,0.555613144,0.555613144,26375,26375,26375,0.584618591,0.584618591,0.584618591
2437,26384,26384,26384,0.486577181,0.486577181,0.486577181,26384,26384,26384,0.461749315,0.461749315,0.461749315,26384,26384,26384,0.403602663,0.403602663,0.403602663,26384,26384,26384,0.31508445,0.31508445,0.31508445,26384,26384,26384,0.567801131,0.567801131,0.567801131,26384,26384,26384,0.579755563,0.579755563,0.579755563
2438,26393,26393,26393,0.512328434,0.512328434,0.512328434,26393,26393,26393,0.468609578,0.468609578,0.468609578,26393,26393,26393,0.404137039,0.404137039,0.404137039,26393,26393,26393,0.305437491,0.305437491,0.305437491,26393,26393,26393,0.583408273,0.583408273,0.583408273,26393,26393,26393,0.586093838,0.586093838,0.586093838
2439,26402,26402,26402,0.558505768,0.558505768,0.558505768,26402,26402,26402,0.515184275,0.515184275,0.515184275,26402,26402,26402,0.472315271,0.472315271,0.472315271,26402,26402,26402,0.391897747,0.391897747,0.391897747,26402,26402,26402,0.612733695,0.612733695,0.612733695,26402,26402,26402,0.632649573,0.632649573,0.632649573
2440,26411,26411,26411,0.485195155,0.485195155,0.485195155,26411,26411,26411,0.427821843,0.427821843,0.427821843,26411,26411,26411,0.376081622,0.376081622,0.376081622,26411,26411,26411,0.301106581,0.301106581,0.301106581,26411,26411,26411,0.535473848,0.535473848,0.535473848,26411,26411,26411,0.552540298,0.552540298,0.552540298
2441,26420,26420,26420,0.542698332,0.542698332,0.542698332,26420,26420,26420,0.480694143,0.480694143,0.480694143,26420,26420,26420,0.441110614,0.441110614,0.441110614,26420,26420,26420,0.356520641,0.356520641,0.356520641,26420,26420,26420,0.601688555,0.601688555,0.601688555,26420,26420,26420,0.602258005,0.602258005,0.602258005
2442,26429,26429,26429,0.489906307,0.489906307,0.489906307,26429,26429,26429,0.454713874,0.454713874,0.454713874,26429,26429,26429,0.411752272,0.411752272,0.411752272,26429,26429,26429,0.338262056,0.338262056,0.338262056,26429,26429,26429,0.550049823,0.550049823,0.550049823,26429,26429,26429,0.551622419,0.551622419,0.551622419
2443,26438,26438,26438,0.524741824,0.524741824,0.524741824,26438,26438,26438,0.463904511,0.463904511,0.463904511,26438,26438,26438,0.41069723,0.41069723,0.41069723,26438,26438,26438,0.323966066,0.323966066,0.323966066,26438,26438,26438,0.595731951,0.595731951,0.595731951,26438,26438,26438,0.607421875,0.607421875,0.607421875
2444,26447,26447,26447,0.517647059,0.517647059,0.517647059,26447,26447,26447,0.475590551,0.475590551,0.475590551,26447,26447,26447,0.409026798,0.409026798,0.409026798,26447,26447,26447,0.317345087,0.317345087,0.317345087,26447,26447,26447,0.604199067,0.604199067,0.604199067,26447,26447,26447,0.602706027,0.602706027,0.602706027
2445,26456,26456,26456,0.554375075,0.554375075,0.554375075,26456,26456,26456,0.506771295,0.506771295,0.506771295,26456,26456,26456,0.437840644,0.437840644,0.437840644,26456,26456,26456,0.340333717,0.340333717,0.340333717,26456,26456,26456,0.627937916,0.627937916,0.627937916,26456,26456,26456,0.646364339,0.646364339,0.646364339
2446,26465,26465,26465,0.566581849,0.566581849,0.566581849,26465,26465,26465,0.486686202,0.486686202,0.486686202,26465,26465,26465,0.422420583,0.422420583,0.422420583,26465,26465,26465,0.324779013,0.324779013,0.324779013,26465,26465,26465,0.623157421,0.623157421,0.623157421,26465,26465,26465,0.625563571,0.625563571,0.625563571
2447,26474,26474,26474,0.536839611,0.536839611,0.536839611,26474,26474,26474,0.463916209,0.463916209,0.463916209,26474,26474,26474,0.413587766,0.413587766,0.413587766,26474,26474,26474,0.340508221,0.340508221,0.340508221,26474,26474,26474,0.591555411,0.591555411,0.591555411,26474,26474,26474,0.600631327,0.600631327,0.600631327
2448,26483,26483,26483,0.506654636,0.506654636,0.506654636,26483,26483,26483,0.458594126,0.458594126,0.458594126,26483,26483,26483,0.407033296,0.407033296,0.407033296,26483,26483,26483,0.314381271,0.314381271,0.314381271,26483,26483,26483,0.562038482,0.562038482,0.562038482,26483,26483,26483,0.57205014,0.57205014,0.57205014
2449,26492,26492,26492,0.470360678,0.470360678,0.470360678,26492,26492,26492,0.435809149,0.435809149,0.435809149,26492,26492,26492,0.388067513,0.388067513,0.388067513,26492,26492,26492,0.309117647,0.309117647,0.309117647,26492,26492,26492,0.528607488,0.528607488,0.528607488,26492,26492,26492,0.556758429,0.556758429,0.556758429
2450,26501,26501,26501,0.505345442,0.505345442,0.505345442,26501,26501,26501,0.4638073,0.4638073,0.4638073,26501,26501,26501,0.385548454,0.385548454,0.385548454,26501,26501,26501,0.308239647,0.308239647,0.308239647,26501,26501,26501,0.573072497,0.573072497,0.573072497,26501,26501,26501,0.585742208,0.585742208,0.585742208
2451,26510,26510,26510,0.540325118,0.540325118,0.540325118,26510,26510,26510,0.486260717,0.486260717,0.486260717,26510,26510,26510,0.425106334,0.425106334,0.425106334,26510,26510,26510,0.333586242,0.333586242,0.333586242,26510,26510,26510,0.614356292,0.614356292,0.614356292,26510,26510,26510,0.62423714,0.62423714,0.62423714
2452,26519,26519,26519,0.539243499,0.539243499,0.539243499,26519,26519,26519,0.506105158,0.506105158,0.506105158,26519,26519,26519,0.459274558,0.459274558,0.459274558,26519,26519,26519,0.384009009,0.384009009,0.384009009,26519,26519,26519,0.588483302,0.588483302,0.588483302,26519,26519,26519,0.585667679,0.585667679,0.585667679
2453,26528,26528,26528,0.507837964,0.507837964,0.507837964,26528,26528,26528,0.46375882,0.46375882,0.46375882,26528,26528,26528,0.406386067,0.406386067,0.406386067,26528,26528,26528,0.304570259,0.304570259,0.304570259,26528,26528,26528,0.594353212,0.594353212,0.594353212,26528,26528,26528,0.615298088,0.615298088,0.615298088
2454,26537,26537,26537,0.528588478,0.528588478,0.528588478,26537,26537,26537,0.482140832,0.482140832,0.482140832,26537,26537,26537,0.412171838,0.412171838,0.412171838,26537,26537,26537,0.328211921,0.328211921,0.328211921,26537,26537,26537,0.612009926,0.612009926,0.612009926,26537,26537,26537,0.629006727,0.629006727,0.629006727
2455,26546,26546,26546,0.452890365,0.452890365,0.452890365,26546,26546,26546,0.416443756,0.416443756,0.416443756,26546,26546,26546,0.372487076,0.372487076,0.372487076,26546,26546,26546,0.29385546,0.29385546,0.29385546,26546,26546,26546,0.505909589,0.505909589,0.505909589,26546,26546,26546,0.526722162,0.526722162,0.526722162
2456,26555,26555,26555,0.513436123,0.513436123,0.513436123,26555,26555,26555,0.458876456,0.458876456,0.458876456,26555,26555,26555,0.401443175,0.401443175,0.401443175,26555,26555,26555,0.279181709,0.279181709,0.279181709,26555,26555,26555,0.585741426,0.585741426,0.585741426,26555,26555,26555,0.601185771,0.601185771,0.601185771
2457,26564,26564,26564,0.471440064,0.471440064,0.471440064,26564,26564,26564,0.422559405,0.422559405,0.422559405,26564,26564,26564,0.36809816,0.36809816,0.36809816,26564,26564,26564,0.283598906,0.283598906,0.283598906,26564,26564,26564,0.529158993,0.529158993,0.529158993,26564,26564,26564,0.541254125,0.541254125,0.541254125
