training_step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MAX,lr5e-5,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-iii__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-iii__MAX,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MAX,lr3e-5,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-iii__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-iii__MAX,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MAX,lr2e-5,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-iii__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-iii__MAX,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MAX,lr1e-5,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-iii__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-iii__MAX,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MAX,lr2e-4,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-iii__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-iii__MAX,sso01-adamw-freeze.base-30v736in - _step,sso01-adamw-freeze.base-30v736in - _step__MIN,sso01-adamw-freeze.base-30v736in - _step__MAX,lr4e-4,sso01-adamw-freeze.base-30v736in - training/f1_score-iii__MIN,sso01-adamw-freeze.base-30v736in - training/f1_score-iii__MAX
3179,33055,33055,33055,0.719026658,0.719026658,0.719026658,33055,33055,33055,0.690284217,0.690284217,0.690284217,33055,33055,33055,0.656515944,0.656515944,0.656515944,33055,33055,33055,0.648266815,0.648266815,0.648266815,33055,33055,33055,0.762569435,0.762569435,0.762569435,33055,33055,33055,0.776109568,0.776109568,0.776109568
3180,33064,33064,33064,0.689973965,0.689973965,0.689973965,33064,33064,33064,0.655620145,0.655620145,0.655620145,33064,33064,33064,0.624588003,0.624588003,0.624588003,33064,33064,33064,0.601278856,0.601278856,0.601278856,33064,33064,33064,0.74645072,0.74645072,0.74645072,33064,33064,33064,0.756481434,0.756481434,0.756481434
3181,33073,33073,33073,0.722198531,0.722198531,0.722198531,33073,33073,33073,0.696410503,0.696410503,0.696410503,33073,33073,33073,0.658177674,0.658177674,0.658177674,33073,33073,33073,0.649588558,0.649588558,0.649588558,33073,33073,33073,0.772415048,0.772415048,0.772415048,33073,33073,33073,0.775904921,0.775904921,0.775904921
3182,33082,33082,33082,0.701532312,0.701532312,0.701532312,33082,33082,33082,0.654484667,0.654484667,0.654484667,33082,33082,33082,0.604664965,0.604664965,0.604664965,33082,33082,33082,0.58710276,0.58710276,0.58710276,33082,33082,33082,0.763013119,0.763013119,0.763013119,33082,33082,33082,0.774889294,0.774889294,0.774889294
3183,33091,33091,33091,0.65490852,0.65490852,0.65490852,33091,33091,33091,0.637738935,0.637738935,0.637738935,33091,33091,33091,0.60369888,0.60369888,0.60369888,33091,33091,33091,0.597629509,0.597629509,0.597629509,33091,33091,33091,0.716682063,0.716682063,0.716682063,33091,33091,33091,0.72305977,0.72305977,0.72305977
3184,33100,33100,33100,0.705882353,0.705882353,0.705882353,33100,33100,33100,0.681149194,0.681149194,0.681149194,33100,33100,33100,0.646165016,0.646165016,0.646165016,33100,33100,33100,0.633823756,0.633823756,0.633823756,33100,33100,33100,0.763651717,0.763651717,0.763651717,33100,33100,33100,0.767363515,0.767363515,0.767363515
3185,33109,33109,33109,0.70466821,0.70466821,0.70466821,33109,33109,33109,0.67934381,0.67934381,0.67934381,33109,33109,33109,0.644151648,0.644151648,0.644151648,33109,33109,33109,0.64017111,0.64017111,0.64017111,33109,33109,33109,0.749260902,0.749260902,0.749260902,33109,33109,33109,0.768957184,0.768957184,0.768957184
3186,33118,33118,33118,0.690410959,0.690410959,0.690410959,33118,33118,33118,0.671265843,0.671265843,0.671265843,33118,33118,33118,0.647432763,0.647432763,0.647432763,33118,33118,33118,0.643423644,0.643423644,0.643423644,33118,33118,33118,0.731353069,0.731353069,0.731353069,33118,33118,33118,0.732782091,0.732782091,0.732782091
3187,33127,33127,33127,0.668037975,0.668037975,0.668037975,33127,33127,33127,0.655251021,0.655251021,0.655251021,33127,33127,33127,0.63195672,0.63195672,0.63195672,33127,33127,33127,0.625524329,0.625524329,0.625524329,33127,33127,33127,0.718909883,0.718909883,0.718909883,33127,33127,33127,0.729498287,0.729498287,0.729498287
3188,33136,33136,33136,0.709736216,0.709736216,0.709736216,33136,33136,33136,0.697726578,0.697726578,0.697726578,33136,33136,33136,0.67725468,0.67725468,0.67725468,33136,33136,33136,0.660387868,0.660387868,0.660387868,33136,33136,33136,0.756008385,0.756008385,0.756008385,33136,33136,33136,0.757877361,0.757877361,0.757877361
3189,33145,33145,33145,0.653540702,0.653540702,0.653540702,33145,33145,33145,0.633860445,0.633860445,0.633860445,33145,33145,33145,0.602276569,0.602276569,0.602276569,33145,33145,33145,0.593682818,0.593682818,0.593682818,33145,33145,33145,0.691239373,0.691239373,0.691239373,33145,33145,33145,0.69840771,0.69840771,0.69840771
3190,33154,33154,33154,0.684644279,0.684644279,0.684644279,33154,33154,33154,0.666891134,0.666891134,0.666891134,33154,33154,33154,0.634118519,0.634118519,0.634118519,33154,33154,33154,0.62318597,0.62318597,0.62318597,33154,33154,33154,0.74198555,0.74198555,0.74198555,33154,33154,33154,0.745753601,0.745753601,0.745753601
3191,33163,33163,33163,0.7178077,0.7178077,0.7178077,33163,33163,33163,0.691491937,0.691491937,0.691491937,33163,33163,33163,0.647735764,0.647735764,0.647735764,33163,33163,33163,0.645075421,0.645075421,0.645075421,33163,33163,33163,0.772655296,0.772655296,0.772655296,33163,33163,33163,0.793377425,0.793377425,0.793377425
3192,33172,33172,33172,0.706918113,0.706918113,0.706918113,33172,33172,33172,0.675155978,0.675155978,0.675155978,33172,33172,33172,0.644816678,0.644816678,0.644816678,33172,33172,33172,0.631141229,0.631141229,0.631141229,33172,33172,33172,0.774126239,0.774126239,0.774126239,33172,33172,33172,0.786868307,0.786868307,0.786868307
3193,33181,33181,33181,0.68676129,0.68676129,0.68676129,33181,33181,33181,0.67353596,0.67353596,0.67353596,33181,33181,33181,0.632642268,0.632642268,0.632642268,33181,33181,33181,0.630825859,0.630825859,0.630825859,33181,33181,33181,0.742791808,0.742791808,0.742791808,33181,33181,33181,0.753889189,0.753889189,0.753889189
3194,33190,33190,33190,0.67942142,0.67942142,0.67942142,33190,33190,33190,0.640025373,0.640025373,0.640025373,33190,33190,33190,0.590758178,0.590758178,0.590758178,33190,33190,33190,0.575832973,0.575832973,0.575832973,33190,33190,33190,0.751292583,0.751292583,0.751292583,33190,33190,33190,0.765117941,0.765117941,0.765117941
3195,33199,33199,33199,0.638241024,0.638241024,0.638241024,33199,33199,33199,0.59745303,0.59745303,0.59745303,33199,33199,33199,0.55859943,0.55859943,0.55859943,33199,33199,33199,0.540156935,0.540156935,0.540156935,33199,33199,33199,0.680008608,0.680008608,0.680008608,33199,33199,33199,0.689916684,0.689916684,0.689916684
3196,33208,33208,33208,0.713847068,0.713847068,0.713847068,33208,33208,33208,0.68968302,0.68968302,0.68968302,33208,33208,33208,0.648361838,0.648361838,0.648361838,33208,33208,33208,0.636706026,0.636706026,0.636706026,33208,33208,33208,0.764278593,0.764278593,0.764278593,33208,33208,33208,0.77276176,0.77276176,0.77276176
3197,33217,33217,33217,0.69088042,0.69088042,0.69088042,33217,33217,33217,0.655936477,0.655936477,0.655936477,33217,33217,33217,0.620753384,0.620753384,0.620753384,33217,33217,33217,0.608501119,0.608501119,0.608501119,33217,33217,33217,0.752178318,0.752178318,0.752178318,33217,33217,33217,0.759711067,0.759711067,0.759711067
3198,33226,33226,33226,0.678297566,0.678297566,0.678297566,33226,33226,33226,0.659611993,0.659611993,0.659611993,33226,33226,33226,0.630851232,0.630851232,0.630851232,33226,33226,33226,0.628965801,0.628965801,0.628965801,33226,33226,33226,0.73393683,0.73393683,0.73393683,33226,33226,33226,0.732100475,0.732100475,0.732100475
3199,33235,33235,33235,0.681310767,0.681310767,0.681310767,33235,33235,33235,0.654054338,0.654054338,0.654054338,33235,33235,33235,0.62189028,0.62189028,0.62189028,33235,33235,33235,0.618235574,0.618235574,0.618235574,33235,33235,33235,0.739860071,0.739860071,0.739860071,33235,33235,33235,0.747074883,0.747074883,0.747074883
3200,33244,33244,33244,0.709845599,0.709845599,0.709845599,33244,33244,33244,0.683613772,0.683613772,0.683613772,33244,33244,33244,0.627247985,0.627247985,0.627247985,33244,33244,33244,0.608515828,0.608515828,0.608515828,33244,33244,33244,0.785050257,0.785050257,0.785050257,33244,33244,33244,0.796603809,0.796603809,0.796603809
3201,33253,33253,33253,0.66217325,0.66217325,0.66217325,33253,33253,33253,0.635695662,0.635695662,0.635695662,33253,33253,33253,0.609177406,0.609177406,0.609177406,33253,33253,33253,0.594601009,0.594601009,0.594601009,33253,33253,33253,0.719246419,0.719246419,0.719246419,33253,33253,33253,0.723969872,0.723969872,0.723969872
3202,33262,33262,33262,0.705265241,0.705265241,0.705265241,33262,33262,33262,0.676501794,0.676501794,0.676501794,33262,33262,33262,0.632105455,0.632105455,0.632105455,33262,33262,33262,0.625236367,0.625236367,0.625236367,33262,33262,33262,0.751445087,0.751445087,0.751445087,33262,33262,33262,0.772414443,0.772414443,0.772414443
3203,33271,33271,33271,0.721795295,0.721795295,0.721795295,33271,33271,33271,0.695497914,0.695497914,0.695497914,33271,33271,33271,0.657273307,0.657273307,0.657273307,33271,33271,33271,0.643425614,0.643425614,0.643425614,33271,33271,33271,0.782017446,0.782017446,0.782017446,33271,33271,33271,0.801267383,0.801267383,0.801267383
3204,33280,33280,33280,0.704678363,0.704678363,0.704678363,33280,33280,33280,0.687334445,0.687334445,0.687334445,33280,33280,33280,0.651234877,0.651234877,0.651234877,33280,33280,33280,0.65212907,0.65212907,0.65212907,33280,33280,33280,0.750653229,0.750653229,0.750653229,33280,33280,33280,0.75512113,0.75512113,0.75512113
3205,33289,33289,33289,0.65830983,0.65830983,0.65830983,33289,33289,33289,0.631287002,0.631287002,0.631287002,33289,33289,33289,0.594846254,0.594846254,0.594846254,33289,33289,33289,0.589569642,0.589569642,0.589569642,33289,33289,33289,0.721412892,0.721412892,0.721412892,33289,33289,33289,0.730363889,0.730363889,0.730363889
3206,33298,33298,33298,0.713797265,0.713797265,0.713797265,33298,33298,33298,0.701089435,0.701089435,0.701089435,33298,33298,33298,0.668799009,0.668799009,0.668799009,33298,33298,33298,0.654974946,0.654974946,0.654974946,33298,33298,33298,0.765238559,0.765238559,0.765238559,33298,33298,33298,0.770515684,0.770515684,0.770515684
3207,33307,33307,33307,0.730419648,0.730419648,0.730419648,33307,33307,33307,0.708186792,0.708186792,0.708186792,33307,33307,33307,0.670951029,0.670951029,0.670951029,33307,33307,33307,0.658520964,0.658520964,0.658520964,33307,33307,33307,0.785691237,0.785691237,0.785691237,33307,33307,33307,0.803183461,0.803183461,0.803183461
3208,33316,33316,33316,0.631112607,0.631112607,0.631112607,33316,33316,33316,0.626690712,0.626690712,0.626690712,33316,33316,33316,0.60282431,0.60282431,0.60282431,33316,33316,33316,0.600257718,0.600257718,0.600257718,33316,33316,33316,0.690648252,0.690648252,0.690648252,33316,33316,33316,0.699776904,0.699776904,0.699776904
3209,33325,33325,33325,0.613105671,0.613105671,0.613105671,33325,33325,33325,0.595334052,0.595334052,0.595334052,33325,33325,33325,0.569444444,0.569444444,0.569444444,33325,33325,33325,0.566417704,0.566417704,0.566417704,33325,33325,33325,0.654583749,0.654583749,0.654583749,33325,33325,33325,0.659942681,0.659942681,0.659942681
3210,33334,33334,33334,0.725088066,0.725088066,0.725088066,33334,33334,33334,0.701133075,0.701133075,0.701133075,33334,33334,33334,0.661684306,0.661684306,0.661684306,33334,33334,33334,0.65855221,0.65855221,0.65855221,33334,33334,33334,0.77317904,0.77317904,0.77317904,33334,33334,33334,0.777421603,0.777421603,0.777421603
3211,33343,33343,33343,0.720279013,0.720279013,0.720279013,33343,33343,33343,0.694730342,0.694730342,0.694730342,33343,33343,33343,0.665725343,0.665725343,0.665725343,33343,33343,33343,0.657272166,0.657272166,0.657272166,33343,33343,33343,0.767555425,0.767555425,0.767555425,33343,33343,33343,0.782100227,0.782100227,0.782100227
3212,33352,33352,33352,0.664238813,0.664238813,0.664238813,33352,33352,33352,0.638631745,0.638631745,0.638631745,33352,33352,33352,0.595922635,0.595922635,0.595922635,33352,33352,33352,0.591125738,0.591125738,0.591125738,33352,33352,33352,0.713408176,0.713408176,0.713408176,33352,33352,33352,0.711918083,0.711918083,0.711918083
3213,33361,33361,33361,0.716384974,0.716384974,0.716384974,33361,33361,33361,0.684716157,0.684716157,0.684716157,33361,33361,33361,0.643798918,0.643798918,0.643798918,33361,33361,33361,0.629972922,0.629972922,0.629972922,33361,33361,33361,0.769171742,0.769171742,0.769171742,33361,33361,33361,0.77733684,0.77733684,0.77733684
3214,33370,33370,33370,0.698848717,0.698848717,0.698848717,33370,33370,33370,0.676490151,0.676490151,0.676490151,33370,33370,33370,0.644156387,0.644156387,0.644156387,33370,33370,33370,0.637544641,0.637544641,0.637544641,33370,33370,33370,0.749695701,0.749695701,0.749695701,33370,33370,33370,0.753515342,0.753515342,0.753515342
3215,33379,33379,33379,0.708973116,0.708973116,0.708973116,33379,33379,33379,0.691496476,0.691496476,0.691496476,33379,33379,33379,0.656200942,0.656200942,0.656200942,33379,33379,33379,0.649093734,0.649093734,0.649093734,33379,33379,33379,0.756281161,0.756281161,0.756281161,33379,33379,33379,0.773328168,0.773328168,0.773328168
3216,33388,33388,33388,0.653191607,0.653191607,0.653191607,33388,33388,33388,0.623329763,0.623329763,0.623329763,33388,33388,33388,0.586200954,0.586200954,0.586200954,33388,33388,33388,0.580971998,0.580971998,0.580971998,33388,33388,33388,0.711565846,0.711565846,0.711565846,33388,33388,33388,0.719343199,0.719343199,0.719343199
3217,33397,33397,33397,0.689179496,0.689179496,0.689179496,33397,33397,33397,0.656190154,0.656190154,0.656190154,33397,33397,33397,0.611924026,0.611924026,0.611924026,33397,33397,33397,0.605945463,0.605945463,0.605945463,33397,33397,33397,0.749802849,0.749802849,0.749802849,33397,33397,33397,0.760272902,0.760272902,0.760272902
3218,33406,33406,33406,0.661966988,0.661966988,0.661966988,33406,33406,33406,0.64619108,0.64619108,0.64619108,33406,33406,33406,0.627097073,0.627097073,0.627097073,33406,33406,33406,0.625613263,0.625613263,0.625613263,33406,33406,33406,0.702030851,0.702030851,0.702030851,33406,33406,33406,0.711905417,0.711905417,0.711905417
3219,33415,33415,33415,0.6786556,0.6786556,0.6786556,33415,33415,33415,0.662395572,0.662395572,0.662395572,33415,33415,33415,0.625505329,0.625505329,0.625505329,33415,33415,33415,0.620973976,0.620973976,0.620973976,33415,33415,33415,0.720216429,0.720216429,0.720216429,33415,33415,33415,0.7238795,0.7238795,0.7238795
3220,33424,33424,33424,0.676924715,0.676924715,0.676924715,33424,33424,33424,0.633667732,0.633667732,0.633667732,33424,33424,33424,0.590163934,0.590163934,0.590163934,33424,33424,33424,0.577324212,0.577324212,0.577324212,33424,33424,33424,0.720763233,0.720763233,0.720763233,33424,33424,33424,0.721133678,0.721133678,0.721133678
3221,33433,33433,33433,0.691617238,0.691617238,0.691617238,33433,33433,33433,0.656578168,0.656578168,0.656578168,33433,33433,33433,0.620496792,0.620496792,0.620496792,33433,33433,33433,0.613824192,0.613824192,0.613824192,33433,33433,33433,0.749244104,0.749244104,0.749244104,33433,33433,33433,0.765760382,0.765760382,0.765760382
3222,33442,33442,33442,0.67758812,0.67758812,0.67758812,33442,33442,33442,0.652211249,0.652211249,0.652211249,33442,33442,33442,0.612136326,0.612136326,0.612136326,33442,33442,33442,0.607073118,0.607073118,0.607073118,33442,33442,33442,0.727996774,0.727996774,0.727996774,33442,33442,33442,0.73914779,0.73914779,0.73914779
3223,33451,33451,33451,0.69177212,0.69177212,0.69177212,33451,33451,33451,0.670626517,0.670626517,0.670626517,33451,33451,33451,0.64055856,0.64055856,0.64055856,33451,33451,33451,0.638767201,0.638767201,0.638767201,33451,33451,33451,0.747716229,0.747716229,0.747716229,33451,33451,33451,0.756553222,0.756553222,0.756553222
3224,33460,33460,33460,0.686938981,0.686938981,0.686938981,33460,33460,33460,0.661789533,0.661789533,0.661789533,33460,33460,33460,0.634217369,0.634217369,0.634217369,33460,33460,33460,0.634340142,0.634340142,0.634340142,33460,33460,33460,0.743007663,0.743007663,0.743007663,33460,33460,33460,0.74507554,0.74507554,0.74507554
3225,33469,33469,33469,0.685723211,0.685723211,0.685723211,33469,33469,33469,0.63814942,0.63814942,0.63814942,33469,33469,33469,0.588403565,0.588403565,0.588403565,33469,33469,33469,0.582318059,0.582318059,0.582318059,33469,33469,33469,0.749342464,0.749342464,0.749342464,33469,33469,33469,0.757595092,0.757595092,0.757595092
3226,33478,33478,33478,0.667936948,0.667936948,0.667936948,33478,33478,33478,0.637331608,0.637331608,0.637331608,33478,33478,33478,0.599556062,0.599556062,0.599556062,33478,33478,33478,0.601228429,0.601228429,0.601228429,33478,33478,33478,0.74557867,0.74557867,0.74557867,33478,33478,33478,0.740089531,0.740089531,0.740089531
3227,33487,33487,33487,0.726406792,0.726406792,0.726406792,33487,33487,33487,0.701704545,0.701704545,0.701704545,33487,33487,33487,0.665234669,0.665234669,0.665234669,33487,33487,33487,0.646489232,0.646489232,0.646489232,33487,33487,33487,0.780157947,0.780157947,0.780157947,33487,33487,33487,0.789445289,0.789445289,0.789445289
3228,33496,33496,33496,0.686175781,0.686175781,0.686175781,33496,33496,33496,0.660716118,0.660716118,0.660716118,33496,33496,33496,0.62189888,0.62189888,0.62189888,33496,33496,33496,0.609884986,0.609884986,0.609884986,33496,33496,33496,0.741995515,0.741995515,0.741995515,33496,33496,33496,0.754853231,0.754853231,0.754853231
3229,33505,33505,33505,0.702330623,0.702330623,0.702330623,33505,33505,33505,0.664660984,0.664660984,0.664660984,33505,33505,33505,0.621572002,0.621572002,0.621572002,33505,33505,33505,0.598485718,0.598485718,0.598485718,33505,33505,33505,0.771304617,0.771304617,0.771304617,33505,33505,33505,0.783848956,0.783848956,0.783848956
3230,33514,33514,33514,0.717244146,0.717244146,0.717244146,33514,33514,33514,0.691524042,0.691524042,0.691524042,33514,33514,33514,0.648978952,0.648978952,0.648978952,33514,33514,33514,0.645583871,0.645583871,0.645583871,33514,33514,33514,0.776003412,0.776003412,0.776003412,33514,33514,33514,0.776927101,0.776927101,0.776927101
3231,33523,33523,33523,0.70525694,0.70525694,0.70525694,33523,33523,33523,0.673974112,0.673974112,0.673974112,33523,33523,33523,0.634258739,0.634258739,0.634258739,33523,33523,33523,0.616266255,0.616266255,0.616266255,33523,33523,33523,0.753517511,0.753517511,0.753517511,33523,33523,33523,0.762269156,0.762269156,0.762269156
3232,33532,33532,33532,0.671430084,0.671430084,0.671430084,33532,33532,33532,0.647978723,0.647978723,0.647978723,33532,33532,33532,0.615675063,0.615675063,0.615675063,33532,33532,33532,0.623604048,0.623604048,0.623604048,33532,33532,33532,0.717549379,0.717549379,0.717549379,33532,33532,33532,0.71986365,0.71986365,0.71986365
3233,33541,33541,33541,0.708479577,0.708479577,0.708479577,33541,33541,33541,0.672546171,0.672546171,0.672546171,33541,33541,33541,0.627875941,0.627875941,0.627875941,33541,33541,33541,0.614059197,0.614059197,0.614059197,33541,33541,33541,0.782272684,0.782272684,0.782272684,33541,33541,33541,0.795056837,0.795056837,0.795056837
3234,33550,33550,33550,0.716714441,0.716714441,0.716714441,33550,33550,33550,0.69395143,0.69395143,0.69395143,33550,33550,33550,0.639225686,0.639225686,0.639225686,33550,33550,33550,0.626934746,0.626934746,0.626934746,33550,33550,33550,0.793716986,0.793716986,0.793716986,33550,33550,33550,0.801212845,0.801212845,0.801212845
3235,33559,33559,33559,0.701912595,0.701912595,0.701912595,33559,33559,33559,0.674167508,0.674167508,0.674167508,33559,33559,33559,0.638574748,0.638574748,0.638574748,33559,33559,33559,0.630646229,0.630646229,0.630646229,33559,33559,33559,0.752999429,0.752999429,0.752999429,33559,33559,33559,0.760612816,0.760612816,0.760612816
3236,33568,33568,33568,0.708950573,0.708950573,0.708950573,33568,33568,33568,0.684582744,0.684582744,0.684582744,33568,33568,33568,0.660364353,0.660364353,0.660364353,33568,33568,33568,0.6528841,0.6528841,0.6528841,33568,33568,33568,0.759618486,0.759618486,0.759618486,33568,33568,33568,0.762118574,0.762118574,0.762118574
3237,33577,33577,33577,0.68896005,0.68896005,0.68896005,33577,33577,33577,0.665601364,0.665601364,0.665601364,33577,33577,33577,0.628347845,0.628347845,0.628347845,33577,33577,33577,0.62407488,0.62407488,0.62407488,33577,33577,33577,0.740847164,0.740847164,0.740847164,33577,33577,33577,0.743546465,0.743546465,0.743546465
3238,33586,33586,33586,0.67417049,0.67417049,0.67417049,33586,33586,33586,0.6562736,0.6562736,0.6562736,33586,33586,33586,0.627843395,0.627843395,0.627843395,33586,33586,33586,0.619689564,0.619689564,0.619689564,33586,33586,33586,0.734904121,0.734904121,0.734904121,33586,33586,33586,0.737838388,0.737838388,0.737838388
3239,33595,33595,33595,0.695446947,0.695446947,0.695446947,33595,33595,33595,0.67214182,0.67214182,0.67214182,33595,33595,33595,0.6379608,0.6379608,0.6379608,33595,33595,33595,0.635784191,0.635784191,0.635784191,33595,33595,33595,0.743424458,0.743424458,0.743424458,33595,33595,33595,0.752344078,0.752344078,0.752344078
