validation_step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MAX,Eii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MAX,iEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MAX,iEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MAX,EEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MAX,iiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MAX,EiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MAX,iii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MAX,EEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MAX
373,22923.5,22920,22927,0.984615385,0.984615385,0.984615385,0.771084337,0.771084337,0.771084337,0,0,0,1,1,1,0.659793814,0.659793814,0.659793814,0,0,0,0.997389034,0.997389034,0.997389034,0.996920848,0.996920848,0.996920848
374,22931.5,22928,22935,1,1,1,0.876712329,0.876712329,0.876712329,0,0,0,1,1,1,0.831168831,0.831168831,0.831168831,0,0,0,0.997949674,0.997949674,0.997949674,0.994040094,0.994040094,0.994040094
375,22939.5,22936,22943,1,1,1,0.75,0.75,0.75,0,0,0,1,1,1,0.633333333,0.633333333,0.633333333,0,0,0,0.998748859,0.998748859,0.998748859,0.994811484,0.994811484,0.994811484
376,22947.5,22944,22951,0.9,0.9,0.9,0.914285714,0.914285714,0.914285714,0,0,0,0.9,0.9,0.9,0.941176471,0.941176471,0.941176471,0,0,0,0.99884476,0.99884476,0.99884476,0.997404017,0.997404017,0.997404017
377,22955.5,22952,22959,0.876712329,0.876712329,0.876712329,0.984615385,0.984615385,0.984615385,0,0,0,0.888888889,0.888888889,0.888888889,0.984615385,0.984615385,0.984615385,0,0,0,0.999218139,0.999218139,0.999218139,1,1,1
378,22963.5,22960,22967,0.927536232,0.927536232,0.927536232,0.84,0.84,0.84,0,0,0,0.914285714,0.914285714,0.914285714,0.893617021,0.893617021,0.893617021,0,0,0,0.998595111,0.998595111,0.998595111,0.99506074,0.99506074,0.99506074
379,22971.5,22968,22975,0.857142857,0.857142857,0.857142857,0.846153846,0.846153846,0.846153846,0,0,0,0.8,0.8,0.8,0.956521739,0.956521739,0.956521739,0,0,0,0.991535827,0.991535827,0.991535827,0.840052016,0.840052016,0.840052016
380,22979.5,22976,22983,0.75,0.75,0.75,0.927536232,0.927536232,0.927536232,0,0,0,0.731707317,0.731707317,0.731707317,0.876712329,0.876712329,0.876712329,0,0,0,0.991883308,0.991883308,0.991883308,0.973676598,0.973676598,0.973676598
381,22987.5,22984,22991,1,1,1,0.842105263,0.842105263,0.842105263,0,0,0,1,1,1,0.831168831,0.831168831,0.831168831,0,0,0,0.997325182,0.997325182,0.997325182,0.99568476,0.99568476,0.99568476
382,22995.5,22992,22999,1,1,1,0.782608696,0.782608696,0.782608696,0,0,0,0.984615385,0.984615385,0.984615385,0.739726027,0.739726027,0.739726027,0,0,0,0.997510233,0.997510233,0.997510233,0.995387454,0.995387454,0.995387454
383,23003.5,23000,23007,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.998227751,0.998227751,0.998227751,0.983901774,0.983901774,0.983901774
384,23011.5,23008,23015,0.75,0.75,0.75,0.633663366,0.633663366,0.633663366,0,0,0,0.857142857,0.857142857,0.857142857,0.64,0.64,0.64,0,0,0,0.998609493,0.998609493,0.998609493,0.988822012,0.988822012,0.988822012
385,23019.5,23016,23023,1,1,1,0.615384615,0.615384615,0.615384615,0,0,0,1,1,1,0.646464646,0.646464646,0.646464646,0,0,0,0.998417861,0.998417861,0.998417861,0.994243851,0.994243851,0.994243851
386,23027.5,23024,23031,1,1,1,0.77124183,0.77124183,0.77124183,0,0,0,1,1,1,0.786666667,0.786666667,0.786666667,0,0,0,0.994182794,0.994182794,0.994182794,0.989029418,0.989029418,0.989029418
387,23035.5,23032,23039,1,1,1,0.891891892,0.891891892,0.891891892,0,0,0,1,1,1,0.868421053,0.868421053,0.868421053,0,0,0,0.997977528,0.997977528,0.997977528,0.996813522,0.996813522,0.996813522
388,23043.5,23040,23047,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,0.999693534,0.999693534,0.999693534,0.999685502,0.999685502,0.999685502
389,23051.5,23048,23055,1,1,1,0.451612903,0.451612903,0.451612903,0,0,0,1,1,1,0.451612903,0.451612903,0.451612903,0,0,0,0.999727234,0.999727234,0.999727234,0.99425372,0.99425372,0.99425372
390,23059.5,23056,23063,0.666666667,0.666666667,0.666666667,0.965517241,0.965517241,0.965517241,0,0,0,0.615384615,0.615384615,0.615384615,0.965517241,0.965517241,0.965517241,0,0,0,0.999304541,0.999304541,0.999304541,0.993317295,0.993317295,0.993317295
391,23067.5,23064,23071,0.965517241,0.965517241,0.965517241,1,1,1,0,0,0,0.98245614,0.98245614,0.98245614,1,1,1,0,0,0,0.999033979,0.999033979,0.999033979,0.997671169,0.997671169,0.997671169
392,23075.5,23072,23079,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,0.999831508,0.999831508,0.999831508,1,1,1
393,23083.5,23080,23087,1,1,1,0.980392157,0.980392157,0.980392157,0,0,0,1,1,1,0.961538462,0.961538462,0.961538462,0,0,0,0.999875699,0.999875699,0.999875699,0.999516558,0.999516558,0.999516558
394,23091.5,23088,23095,1,1,1,0.789473684,0.789473684,0.789473684,0,0,0,1,1,1,0.820512821,0.820512821,0.820512821,0,0,0,0.999867268,0.999867268,0.999867268,0.991959374,0.991959374,0.991959374
395,23099.5,23096,23103,0.6,0.6,0.6,1,1,1,0,0,0,0.545454545,0.545454545,0.545454545,1,1,1,0,0,0,0.999878459,0.999878459,0.999878459,0.998463115,0.998463115,0.998463115
396,23107.5,23104,23111,0.680851064,0.680851064,0.680851064,1,1,1,0,0,0,0.680851064,0.680851064,0.680851064,0.984615385,0.984615385,0.984615385,0,0,0,0.996845737,0.996845737,0.996845737,0.999750686,0.999750686,0.999750686
397,23115.5,23112,23119,0.659793814,0.659793814,0.659793814,0.885714286,0.885714286,0.885714286,0,0,0,0.659793814,0.659793814,0.659793814,0.898550725,0.898550725,0.898550725,0,0,0,0.996352164,0.996352164,0.996352164,0.999417686,0.999417686,0.999417686
398,23123.5,23120,23127,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.995780255,0.995780255,0.995780255,0.991155334,0.991155334,0.991155334
399,23131.5,23128,23135,0.608695652,0.608695652,0.608695652,0.806451613,0.806451613,0.806451613,0,0,0,0.608695652,0.608695652,0.608695652,0.819672131,0.819672131,0.819672131,0,0,0,0.997523493,0.997523493,0.997523493,0.982631931,0.982631931,0.982631931
400,23139.5,23136,23143,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.666666667,0.666666667,0.666666667,0.941176471,0.941176471,0.941176471,0,0,0,0.999796707,0.999796707,0.999796707,0.996397324,0.996397324,0.996397324
401,23147.5,23144,23151,0.96969697,0.96969697,0.96969697,0.936936937,0.936936937,0.936936937,0,0,0,0.653061224,0.653061224,0.653061224,0.904347826,0.904347826,0.904347826,0,0,0,0.99019037,0.99019037,0.99019037,0.976120907,0.976120907,0.976120907
402,23155.5,23152,23159,0.949494949,0.949494949,0.949494949,0.959349593,0.959349593,0.959349593,0,0,0,0.717557252,0.717557252,0.717557252,0.846715328,0.846715328,0.846715328,0,0,0,0.997758609,0.997758609,0.997758609,0.997073507,0.997073507,0.997073507
403,23163.5,23160,23167,1,1,1,0.581818182,0.581818182,0.581818182,0,0,0,0.92,0.92,0.92,0.524590164,0.524590164,0.524590164,0,0,0,0.993953694,0.993953694,0.993953694,0.995872989,0.995872989,0.995872989
404,23171.5,23168,23175,1,1,1,0.356164384,0.356164384,0.356164384,0,0,0,1,1,1,0.24,0.24,0.24,0,0,0,0.99384668,0.99384668,0.99384668,0.992503077,0.992503077,0.992503077
405,23179.5,23176,23183,0.944444444,0.944444444,0.944444444,0.394366197,0.394366197,0.394366197,0,0,0,0.971428571,0.971428571,0.971428571,0.303030303,0.303030303,0.303030303,0,0,0,0.996297389,0.996297389,0.996297389,0.980851064,0.980851064,0.980851064
406,23187.5,23184,23191,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,0.999011428,0.999011428,0.999011428,0.9971918,0.9971918,0.9971918
407,23195.5,23192,23199,0.984615385,0.984615385,0.984615385,0.955223881,0.955223881,0.955223881,0,0,0,0.984615385,0.984615385,0.984615385,0.955223881,0.955223881,0.955223881,0,0,0,0.999639293,0.999639293,0.999639293,0.99986532,0.99986532,0.99986532
408,23203.5,23200,23207,0.914285714,0.914285714,0.914285714,0.826086957,0.826086957,0.826086957,0,0,0,0.914285714,0.914285714,0.914285714,0.826086957,0.826086957,0.826086957,0,0,0,0.998497631,0.998497631,0.998497631,0.994882928,0.994882928,0.994882928
409,23211.5,23208,23215,0.526315789,0.526315789,0.526315789,0.980392157,0.980392157,0.980392157,0,0,0,0.5,0.5,0.5,1,1,1,0,0,0,0.994298429,0.994298429,0.994298429,0.966170501,0.966170501,0.966170501
410,23219.5,23216,23223,0.984615385,0.984615385,0.984615385,0.790123457,0.790123457,0.790123457,0,0,0,0.842105263,0.842105263,0.842105263,0.752941176,0.752941176,0.752941176,0,0,0,0.997734409,0.997734409,0.997734409,0.999163647,0.999163647,0.999163647
411,23227.5,23224,23231,1,1,1,0.953271028,0.953271028,0.953271028,0,0,0,1,1,1,0.894736842,0.894736842,0.894736842,0,0,0,0.999277057,0.999277057,0.999277057,0.999316317,0.999316317,0.999316317
412,23235.5,23232,23239,0.96969697,0.96969697,0.96969697,0.907216495,0.907216495,0.907216495,0,0,0,0.927536232,0.927536232,0.927536232,0.854368932,0.854368932,0.854368932,0,0,0,0.995651093,0.995651093,0.995651093,0.995002776,0.995002776,0.995002776
413,23243.5,23240,23247,0.315789474,0.315789474,0.315789474,0.941176471,0.941176471,0.941176471,0,0,0,0.230769231,0.230769231,0.230769231,0.876712329,0.876712329,0.876712329,0,0,0,0.997418603,0.997418603,0.997418603,0.998092443,0.998092443,0.998092443
414,23251.5,23248,23255,0.666666667,0.666666667,0.666666667,1,1,1,0,0,0,0.2,0.2,0.2,0.984126984,0.984126984,0.984126984,0,0,0,0.994715447,0.994715447,0.994715447,0.998839823,0.998839823,0.998839823
415,23259.5,23256,23263,0.592592593,0.592592593,0.592592593,0.727272727,0.727272727,0.727272727,0,0,0,0.585365854,0.585365854,0.585365854,0.761904762,0.761904762,0.761904762,0,0,0,0.996479978,0.996479978,0.996479978,0.970863406,0.970863406,0.970863406
416,23267.5,23264,23271,0.977777778,0.977777778,0.977777778,1,1,1,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.9998557,0.9998557,0.9998557,0.999148936,0.999148936,0.999148936
417,23275.5,23272,23279,1,1,1,1,1,1,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999963234,0.999963234,0.999963234,1,1,1
418,23283.5,23280,23287,0.96969697,0.96969697,0.96969697,0.909090909,0.909090909,0.909090909,0,0,0,0.96969697,0.96969697,0.96969697,0.892857143,0.892857143,0.892857143,0,0,0,0.999525184,0.999525184,0.999525184,0.998405739,0.998405739,0.998405739
419,23291.5,23288,23295,0.971428571,0.971428571,0.971428571,0.837209302,0.837209302,0.837209302,0,0,0,1,1,1,0.782608696,0.782608696,0.782608696,0,0,0,0.997377942,0.997377942,0.997377942,0.971525712,0.971525712,0.971525712
420,23299.5,23296,23303,1,1,1,0.820512821,0.820512821,0.820512821,0,0,0,1,1,1,0.673684211,0.673684211,0.673684211,0,0,0,0.996248794,0.996248794,0.996248794,0.986200552,0.986200552,0.986200552
421,23307.5,23304,23311,0.864864865,0.864864865,0.864864865,0.790123457,0.790123457,0.790123457,0,0,0,0.914285714,0.914285714,0.914285714,0.680851064,0.680851064,0.680851064,0,0,0,0.996678927,0.996678927,0.996678927,0.993052339,0.993052339,0.993052339
422,23315.5,23312,23319,1,1,1,0.564102564,0.564102564,0.564102564,0,0,0,1,1,1,0.556962025,0.556962025,0.556962025,0,0,0,0.997259889,0.997259889,0.997259889,0.991514528,0.991514528,0.991514528
423,23323.5,23320,23327,0.864864865,0.864864865,0.864864865,0.490566038,0.490566038,0.490566038,0,0,0,0.8,0.8,0.8,0.47706422,0.47706422,0.47706422,0,0,0,0.995011068,0.995011068,0.995011068,0.980297934,0.980297934,0.980297934
424,23331.5,23328,23335,0.955223881,0.955223881,0.955223881,0.666666667,0.666666667,0.666666667,0,0,0,0.864864865,0.864864865,0.864864865,0.633663366,0.633663366,0.633663366,0,0,0,0.997150997,0.997150997,0.997150997,1,1,1
425,23339.5,23336,23343,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,0.999757425,0.999757425,0.999757425,1,1,1
426,23347.5,23344,23351,1,1,1,0.901960784,0.901960784,0.901960784,0,0,0,1,1,1,0.93877551,0.93877551,0.93877551,0,0,0,0.997877149,0.997877149,0.997877149,0.978789769,0.978789769,0.978789769
427,23355.5,23352,23359,0.666666667,0.666666667,0.666666667,0.90625,0.90625,0.90625,0,0,0,0.857142857,0.857142857,0.857142857,0.950819672,0.950819672,0.950819672,0,0,0,0.98681706,0.98681706,0.98681706,0.910147736,0.910147736,0.910147736
428,23363.5,23360,23367,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,0.997096499,0.997096499,0.997096499,0.993411502,0.993411502,0.993411502
429,23371.5,23368,23375,1,1,1,0.853333333,0.853333333,0.853333333,0,0,0,1,1,1,0.842105263,0.842105263,0.842105263,0,0,0,0.99726776,0.99726776,0.99726776,0.995412331,0.995412331,0.995412331
430,23379.5,23376,23383,1,1,1,0.571428571,0.571428571,0.571428571,0,0,0,1,1,1,0.682926829,0.682926829,0.682926829,0,0,0,0.998771937,0.998771937,0.998771937,0.990945814,0.990945814,0.990945814
431,23387.5,23384,23391,1,1,1,0.857142857,0.857142857,0.857142857,0,0,0,1,1,1,0.857142857,0.857142857,0.857142857,0,0,0,0.998577431,0.998577431,0.998577431,0.986349626,0.986349626,0.986349626
432,23395.5,23392,23399,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0,0,0,0.999798118,0.999798118,0.999798118,0.999739448,0.999739448,0.999739448
433,23403.5,23400,23407,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,0.999742379,0.999742379,0.999742379,1,1,1
434,23411.5,23408,23415,0.888888889,0.888888889,0.888888889,0.857142857,0.857142857,0.857142857,0,0,0,0.927536232,0.927536232,0.927536232,0.933333333,0.933333333,0.933333333,0,0,0,0.99945568,0.99945568,0.99945568,0.99859188,0.99859188,0.99859188
435,23419.5,23416,23423,0.680851064,0.680851064,0.680851064,0.727272727,0.727272727,0.727272727,0,0,0,0.680851064,0.680851064,0.680851064,0.8,0.8,0.8,0,0,0,0.997786933,0.997786933,0.997786933,0.988029764,0.988029764,0.988029764
436,23427.5,23424,23431,0.918032787,0.918032787,0.918032787,0.876712329,0.876712329,0.876712329,0,0,0,0.918032787,0.918032787,0.918032787,0.842105263,0.842105263,0.842105263,0,0,0,0.9968424,0.9968424,0.9968424,0.993469388,0.993469388,0.993469388
437,23435.5,23432,23439,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
438,23443.5,23440,23447,1,1,1,0.882352941,0.882352941,0.882352941,0,0,0,1,1,1,0.909090909,0.909090909,0.909090909,0,0,0,0.999429419,0.999429419,0.999429419,0.99740091,0.99740091,0.99740091
439,23451.5,23448,23455,1,1,1,0.88372093,0.88372093,0.88372093,0,0,0,1,1,1,0.826086957,0.826086957,0.826086957,0,0,0,0.999353086,0.999353086,0.999353086,0.995578016,0.995578016,0.995578016
440,23459.5,23456,23463,0,0,0,1,1,1,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.999460771,0.999460771,0.999460771,0.999023819,0.999023819,0.999023819
441,23467.5,23464,23471,0,0,0,0.888888889,0.888888889,0.888888889,0,0,0,0,0,0,0.853333333,0.853333333,0.853333333,0,0,0,0.997627208,0.997627208,0.997627208,0.999289268,0.999289268,0.999289268
442,23475.5,23472,23479,0.6,0.6,0.6,0.615384615,0.615384615,0.615384615,0,0,0,0.612244898,0.612244898,0.612244898,0.615384615,0.615384615,0.615384615,0,0,0,0.946756152,0.946756152,0.946756152,0.993510364,0.993510364,0.993510364
443,23483.5,23480,23487,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.653061224,0.653061224,0.653061224,0,0,0,0,0,0,0.995091584,0.995091584,0.995091584,0.995724189,0.995724189,0.995724189
444,23491.5,23488,23495,0.831168831,0.831168831,0.831168831,0,0,0,0,0,0,0.810126582,0.810126582,0.810126582,0,0,0,0,0,0,0.997930652,0.997930652,0.997930652,0.994712335,0.994712335,0.994712335
445,23499.5,23496,23503,1,1,1,0.666666667,0.666666667,0.666666667,0,0,0,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,0.999731255,0.999731255,0.999731255,0.996714129,0.996714129,0.996714129
446,23507.5,23504,23511,0,0,0,0.820512821,0.820512821,0.820512821,0,0,0,0,0,0,0.842105263,0.842105263,0.842105263,0,0,0,0.999703377,0.999703377,0.999703377,0.995719757,0.995719757,0.995719757
447,23515.5,23512,23519,0,0,0,0.64,0.64,0.64,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0.99627914,0.99627914,0.99627914,0.993868856,0.993868856,0.993868856
448,23523.5,23520,23527,0.777777778,0.777777778,0.777777778,0.561797753,0.561797753,0.561797753,0,0,0,0.823529412,0.823529412,0.823529412,0.581395349,0.581395349,0.581395349,0,0,0,0.969151389,0.969151389,0.969151389,0.984606149,0.984606149,0.984606149
449,23531.5,23528,23535,0.903225806,0.903225806,0.903225806,0.615384615,0.615384615,0.615384615,0,0,0,0.918032787,0.918032787,0.918032787,0.727272727,0.727272727,0.727272727,0,0,0,0.994546835,0.994546835,0.994546835,0.955385053,0.955385053,0.955385053
450,23539.5,23536,23543,0.507462687,0.507462687,0.507462687,1,1,1,0,0,0,0.523076923,0.523076923,0.523076923,1,1,1,0,0,0,0.995238864,0.995238864,0.995238864,0.992890995,0.992890995,0.992890995
451,23547.5,23544,23551,0.711111111,0.711111111,0.711111111,0.984615385,0.984615385,0.984615385,0,0,0,0.711111111,0.711111111,0.711111111,0.96969697,0.96969697,0.96969697,0,0,0,0.996137979,0.996137979,0.996137979,0.996541968,0.996541968,0.996541968
452,23555.5,23552,23559,1,1,1,0.901408451,0.901408451,0.901408451,0,0,0,1,1,1,0.901408451,0.901408451,0.901408451,0,0,0,0.995564534,0.995564534,0.995564534,0.990936556,0.990936556,0.990936556
453,23563.5,23560,23567,0.914285714,0.914285714,0.914285714,0.580645161,0.580645161,0.580645161,0,0,0,0.927536232,0.927536232,0.927536232,0.5625,0.5625,0.5625,0,0,0,0.99252568,0.99252568,0.99252568,0.977759806,0.977759806,0.977759806
454,23571.5,23568,23575,0.5,0.5,0.5,0.811594203,0.811594203,0.811594203,0,0,0,0.5,0.5,0.5,0.736842105,0.736842105,0.736842105,0,0,0,0.995709966,0.995709966,0.995709966,0.976397516,0.976397516,0.976397516
455,23579.5,23576,23583,0.666666667,0.666666667,0.666666667,0.955223881,0.955223881,0.955223881,0,0,0,0.5,0.5,0.5,0.876712329,0.876712329,0.876712329,0,0,0,0.999037863,0.999037863,0.999037863,0.999730167,0.999730167,0.999730167
456,23587.5,23584,23591,0.927536232,0.927536232,0.927536232,0.96969697,0.96969697,0.96969697,0,0,0,0.96969697,0.96969697,0.96969697,0.901408451,0.901408451,0.901408451,0,0,0,0.989571635,0.989571635,0.989571635,0.994271932,0.994271932,0.994271932
457,23595.5,23592,23599,0.984615385,0.984615385,0.984615385,0.705882353,0.705882353,0.705882353,0,0,0,1,1,1,0.75,0.75,0.75,0,0,0,0.995241872,0.995241872,0.995241872,0.995964487,0.995964487,0.995964487
458,23603.5,23600,23607,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.998233996,0.998233996,0.998233996,0.990236575,0.990236575,0.990236575
459,23611.5,23608,23615,0.658227848,0.658227848,0.658227848,0.864864865,0.864864865,0.864864865,0,0,0,0.584269663,0.584269663,0.584269663,0.842105263,0.842105263,0.842105263,0,0,0,0.995761857,0.995761857,0.995761857,0.982253086,0.982253086,0.982253086
460,23619.5,23616,23623,0.955223881,0.955223881,0.955223881,0.984615385,0.984615385,0.984615385,0,0,0,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,0.999764222,0.999764222,0.999764222,1,1,1
461,23627.5,23624,23631,0.96969697,0.96969697,0.96969697,0.927536232,0.927536232,0.927536232,0,0,0,0.96969697,0.96969697,0.96969697,0.853333333,0.853333333,0.853333333,0,0,0,0.999326055,0.999326055,0.999326055,1,1,1
462,23635.5,23632,23639,0.888888889,0.888888889,0.888888889,0.885245902,0.885245902,0.885245902,0,0,0,0.941176471,0.941176471,0.941176471,0.964285714,0.964285714,0.964285714,0,0,0,0.995421457,0.995421457,0.995421457,0.937917861,0.937917861,0.937917861
463,23643.5,23640,23647,0.87804878,0.87804878,0.87804878,0.941176471,0.941176471,0.941176471,0,0,0,0.837209302,0.837209302,0.837209302,0.941176471,0.941176471,0.941176471,0,0,0,0.999313292,0.999313292,0.999313292,0.999677835,0.999677835,0.999677835
464,23651.5,23648,23655,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
465,23659.5,23656,23663,0.864864865,0.864864865,0.864864865,0.984615385,0.984615385,0.984615385,0,0,0,0.914285714,0.914285714,0.914285714,0.941176471,0.941176471,0.941176471,0,0,0,0.999176955,0.999176955,0.999176955,1,1,1
466,23667.5,23664,23671,0.666666667,0.666666667,0.666666667,0.358974359,0.358974359,0.358974359,0,0,0,0.680851064,0.680851064,0.680851064,0.424242424,0.424242424,0.424242424,0,0,0,0.997064686,0.997064686,0.997064686,0.991427974,0.991427974,0.991427974
467,23675.5,23672,23679,0.071428571,0.071428571,0.071428571,0.882352941,0.882352941,0.882352941,0,0,0,0.08,0.08,0.08,0.857142857,0.857142857,0.857142857,0,0,0,0.99126048,0.99126048,0.99126048,0.967043315,0.967043315,0.967043315
468,23683.5,23680,23687,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.998437663,0.998437663,0.998437663,0.999547989,0.999547989,0.999547989
469,23691.5,23688,23695,0,0,0,0.735632184,0.735632184,0.735632184,0,0,0,0,0,0,0.719101124,0.719101124,0.719101124,0,0,0,0.990591242,0.990591242,0.990591242,0.993869153,0.993869153,0.993869153
470,23699.5,23696,23703,0.863636364,0.863636364,0.863636364,0.269230769,0.269230769,0.269230769,0,0,0,0.837209302,0.837209302,0.837209302,0.274509804,0.274509804,0.274509804,0,0,0,0.36622276,0.36622276,0.36622276,0.925615865,0.925615865,0.925615865
471,23707.5,23704,23711,0.585365854,0.585365854,0.585365854,0,0,0,0,0,0,0.545454545,0.545454545,0.545454545,0,0,0,0,0,0,0.435718809,0.435718809,0.435718809,0.968067553,0.968067553,0.968067553
472,23715.5,23712,23719,0.771084337,0.771084337,0.771084337,0,0,0,0,0,0,0.771084337,0.771084337,0.771084337,0,0,0,0,0,0,0.98693349,0.98693349,0.98693349,0.993240424,0.993240424,0.993240424
473,23723.5,23720,23727,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.999884593,0.999884593,0.999884593,0.999868265,0.999868265,0.999868265
474,23731.5,23728,23735,0.936170213,0.936170213,0.936170213,0.833333333,0.833333333,0.833333333,0,0,0,0.936170213,0.936170213,0.936170213,0.869565217,0.869565217,0.869565217,0,0,0,0.99552486,0.99552486,0.99552486,0.968446602,0.968446602,0.968446602
475,23739.5,23736,23743,0.864864865,0.864864865,0.864864865,0.727272727,0.727272727,0.727272727,0,0,0,0.864864865,0.864864865,0.864864865,0.761904762,0.761904762,0.761904762,0,0,0,0.99360375,0.99360375,0.99360375,0.982417278,0.982417278,0.982417278
476,23747.5,23744,23751,1,1,1,0.842105263,0.842105263,0.842105263,0,0,0,1,1,1,0.761904762,0.761904762,0.761904762,0,0,0,0.990644921,0.990644921,0.990644921,0.97632414,0.97632414,0.97632414
