validation_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX
860,46765.5,46762,46769,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0,0,0,0.955223881,0.955223881,0.955223881,0.96969697,0.96969697,0.96969697,0,0,0,0.999705895,0.999705895,0.999705895,1,1,1
861,46773.5,46770,46777,0.888888889,0.888888889,0.888888889,0.785714286,0.785714286,0.785714286,0,0,0,0.888888889,0.888888889,0.888888889,0.807692308,0.807692308,0.807692308,0,0,0,0.998643371,0.998643371,0.998643371,0.998387697,0.998387697,0.998387697
862,46781.5,46778,46785,0.647058824,0.647058824,0.647058824,0.4,0.4,0.4,0,0,0,0.698412698,0.698412698,0.698412698,0.769230769,0.769230769,0.769230769,0,0,0,0.991570466,0.991570466,0.991570466,0.93365584,0.93365584,0.93365584
863,46789.5,46786,46793,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.998867497,0.998867497,0.998867497,0.998144057,0.998144057,0.998144057
864,46797.5,46794,46801,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0.999277065,0.999277065,0.999277065,0.999813381,0.999813381,0.999813381
865,46805.5,46802,46809,0.864864865,0.864864865,0.864864865,0.581818182,0.581818182,0.581818182,0,0,0,0.864864865,0.864864865,0.864864865,0.64,0.64,0.64,0,0,0,0.994599599,0.994599599,0.994599599,0.997382602,0.997382602,0.997382602
866,46813.5,46810,46817,1,1,1,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.998481996,0.998481996,0.998481996,0.999001124,0.999001124,0.999001124
867,46821.5,46818,46825,0.955223881,0.955223881,0.955223881,0.095890411,0.095890411,0.095890411,0,0,0,0.914285714,0.914285714,0.914285714,0.125760649,0.125760649,0.125760649,0,0,0,0.975921178,0.975921178,0.975921178,0.993400718,0.993400718,0.993400718
868,46829.5,46826,46833,0,0,0,0.028368794,0.028368794,0.028368794,0,0,0,0,0,0,0.172506739,0.172506739,0.172506739,0,0,0,0.979765373,0.979765373,0.979765373,0.993204283,0.993204283,0.993204283
869,46837.5,46834,46841,0.923076923,0.923076923,0.923076923,0,0,0,0,0,0,0.857142857,0.857142857,0.857142857,0.173913043,0.173913043,0.173913043,0,0,0,0.959688826,0.959688826,0.959688826,0.996541904,0.996541904,0.996541904
870,46845.5,46842,46849,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.988773938,0.988773938,0.988773938,0.998671637,0.998671637,0.998671637
871,46853.5,46850,46857,0.955223881,0.955223881,0.955223881,0.6,0.6,0.6,0,0,0,0.96969697,0.96969697,0.96969697,0.615384615,0.615384615,0.615384615,0,0,0,0.997598778,0.997598778,0.997598778,0.998508629,0.998508629,0.998508629
872,46861.5,46858,46865,0.959349593,0.959349593,0.959349593,0.984615385,0.984615385,0.984615385,0,0,0,0.888888889,0.888888889,0.888888889,0.984615385,0.984615385,0.984615385,0,0,0,0.993349482,0.993349482,0.993349482,0.985440452,0.985440452,0.985440452
873,46869.5,46866,46873,0.972222222,0.972222222,0.972222222,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.999595186,0.999595186,0.999595186,0.997884209,0.997884209,0.997884209
874,46877.5,46874,46881,0.984615385,0.984615385,0.984615385,0.888888889,0.888888889,0.888888889,0,0,0,1,1,1,0.864864865,0.864864865,0.864864865,0,0,0,0.999300982,0.999300982,0.999300982,1,1,1
875,46885.5,46882,46889,0.897959184,0.897959184,0.897959184,0.62745098,0.62745098,0.62745098,0,0,0,0.916666667,0.916666667,0.916666667,0.723404255,0.723404255,0.723404255,0,0,0,0.997903989,0.997903989,0.997903989,0.985689354,0.985689354,0.985689354
876,46893.5,46890,46897,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.999473918,0.999473918,0.999473918,0.997431287,0.997431287,0.997431287
877,46901.5,46898,46905,0.977777778,0.977777778,0.977777778,1,1,1,0,0,0,0.977777778,0.977777778,0.977777778,0.984615385,0.984615385,0.984615385,0,0,0,0.999767739,0.999767739,0.999767739,0.999934206,0.999934206,0.999934206
878,46909.5,46906,46913,0.984615385,0.984615385,0.984615385,0.941176471,0.941176471,0.941176471,0,0,0,0.984615385,0.984615385,0.984615385,0.955223881,0.955223881,0.955223881,0,0,0,0.999452521,0.999452521,0.999452521,1,1,1
879,46917.5,46914,46921,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.997763256,0.997763256,0.997763256,0.991603607,0.991603607,0.991603607
880,46925.5,46922,46929,1,1,1,0.833333333,0.833333333,0.833333333,0,0,0,1,1,1,0.952380952,0.952380952,0.952380952,0,0,0,0.999799559,0.999799559,0.999799559,0.998442368,0.998442368,0.998442368
881,46933.5,46930,46937,0.925925926,0.925925926,0.925925926,0.927536232,0.927536232,0.927536232,0,0,0,0.945454545,0.945454545,0.945454545,0.96969697,0.96969697,0.96969697,0,0,0,0.999393474,0.999393474,0.999393474,0.999869537,0.999869537,0.999869537
882,46941.5,46938,46945,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,0.999267041,0.999267041,0.999267041,0.998465473,0.998465473,0.998465473
883,46949.5,46946,46953,0.914285714,0.914285714,0.914285714,0.8,0.8,0.8,0,0,0,0.96969697,0.96969697,0.96969697,0.864864865,0.864864865,0.864864865,0,0,0,0.998724835,0.998724835,0.998724835,0.997251069,0.997251069,0.997251069
884,46957.5,46954,46961,0.4,0.4,0.4,0.78125,0.78125,0.78125,0,0,0,0.5,0.5,0.5,0.847457627,0.847457627,0.847457627,0,0,0,0.993393352,0.993393352,0.993393352,0.951558161,0.951558161,0.951558161
885,46965.5,46962,46969,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0.998320645,0.998320645,0.998320645,0.999315537,0.999315537,0.999315537
886,46973.5,46970,46977,0.96,0.96,0.96,0.842105263,0.842105263,0.842105263,0,0,0,0.980392157,0.980392157,0.980392157,0.8,0.8,0.8,0,0,0,0.996334479,0.996334479,0.996334479,0.999873166,0.999873166,0.999873166
887,46981.5,46978,46985,0.761904762,0.761904762,0.761904762,0,0,0,0,0,0,0.752941176,0.752941176,0.752941176,0,0,0,0,0,0,0.9967056,0.9967056,0.9967056,0.997272346,0.997272346,0.997272346
888,46989.5,46986,46993,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.735632184,0.735632184,0.735632184,0,0,0,0,0,0,0.997318304,0.997318304,0.997318304,0.992388477,0.992388477,0.992388477
889,46997.5,46994,47001,0.612244898,0.612244898,0.612244898,0.871794872,0.871794872,0.871794872,0,0,0,0.882352941,0.882352941,0.882352941,0.944444444,0.944444444,0.944444444,0,0,0,0.99875743,0.99875743,0.99875743,0.990018484,0.990018484,0.990018484
890,47005.5,47002,47009,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.99992083,0.99992083,0.99992083,0.99972028,0.99972028,0.99972028
891,47013.5,47010,47017,0.941176471,0.941176471,0.941176471,0.914285714,0.914285714,0.914285714,0,0,0,0.941176471,0.941176471,0.941176471,0.914285714,0.914285714,0.914285714,0,0,0,0.999037536,0.999037536,0.999037536,0.999461497,0.999461497,0.999461497
892,47021.5,47018,47025,0.984615385,0.984615385,0.984615385,0.717948718,0.717948718,0.717948718,0,0,0,1,1,1,0.788732394,0.788732394,0.788732394,0,0,0,0.99771479,0.99771479,0.99771479,0.994473649,0.994473649,0.994473649
893,47029.5,47026,47033,0.971428571,0.971428571,0.971428571,0.608695652,0.608695652,0.608695652,0,0,0,0.971428571,0.971428571,0.971428571,0.681818182,0.681818182,0.681818182,0,0,0,0.999006815,0.999006815,0.999006815,0.994818653,0.994818653,0.994818653
894,47037.5,47034,47041,1,1,1,1,1,1,0,0,0,0.9375,0.9375,0.9375,1,1,1,0,0,0,1,1,1,0.999738288,0.999738288,0.999738288
895,47045.5,47042,47049,0.927536232,0.927536232,0.927536232,1,1,1,0,0,0,0.955223881,0.955223881,0.955223881,1,1,1,0,0,0,0.999654577,0.999654577,0.999654577,1,1,1
896,47053.5,47050,47057,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.96969697,0.96969697,0.96969697,0.941176471,0.941176471,0.941176471,0,0,0,0.999352136,0.999352136,0.999352136,0.999674585,0.999674585,0.999674585
897,47061.5,47058,47065,0.727272727,0.727272727,0.727272727,0.681818182,0.681818182,0.681818182,0,0,0,0.666666667,0.666666667,0.666666667,0.8,0.8,0.8,0,0,0,0.996842799,0.996842799,0.996842799,0.982147762,0.982147762,0.982147762
898,47069.5,47066,47073,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.999436961,0.999436961,0.999436961,0.9961645,0.9961645,0.9961645
899,47077.5,47074,47081,0.75,0.75,0.75,0.955223881,0.955223881,0.955223881,0,0,0,0.555555556,0.555555556,0.555555556,0.96969697,0.96969697,0.96969697,0,0,0,0.997467223,0.997467223,0.997467223,0.996787614,0.996787614,0.996787614
900,47085.5,47082,47089,0.888888889,0.888888889,0.888888889,0.746268657,0.746268657,0.746268657,0,0,0,0.864864865,0.864864865,0.864864865,0.847457627,0.847457627,0.847457627,0,0,0,0.997055937,0.997055937,0.997055937,0.999304866,0.999304866,0.999304866
901,47093.5,47090,47097,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.998653815,0.998653815,0.998653815,0.994230492,0.994230492,0.994230492
902,47101.5,47098,47105,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.994581756,0.994581756,0.994581756,0.975511696,0.975511696,0.975511696
903,47109.5,47106,47113,1,1,1,0.967741935,0.967741935,0.967741935,0,0,0,0.666666667,0.666666667,0.666666667,0.952380952,0.952380952,0.952380952,0,0,0,0.997359155,0.997359155,0.997359155,0.974065342,0.974065342,0.974065342
904,47117.5,47114,47121,0.915254237,0.915254237,0.915254237,0.901408451,0.901408451,0.901408451,0,0,0,0.857142857,0.857142857,0.857142857,0.864864865,0.864864865,0.864864865,0,0,0,0.997751546,0.997751546,0.997751546,0.995580554,0.995580554,0.995580554
905,47125.5,47122,47129,0.955223881,0.955223881,0.955223881,0.831168831,0.831168831,0.831168831,0,0,0,0.984615385,0.984615385,0.984615385,0.864864865,0.864864865,0.864864865,0,0,0,0.997941972,0.997941972,0.997941972,0.996832101,0.996832101,0.996832101
906,47133.5,47130,47137,0.941176471,0.941176471,0.941176471,0.454545455,0.454545455,0.454545455,0,0,0,0.941176471,0.941176471,0.941176471,0.64516129,0.64516129,0.64516129,0,0,0,0.994391057,0.994391057,0.994391057,0.985274821,0.985274821,0.985274821
907,47141.5,47138,47145,0.928571429,0.928571429,0.928571429,0.716981132,0.716981132,0.716981132,0,0,0,0.962962963,0.962962963,0.962962963,0.88372093,0.88372093,0.88372093,0,0,0,0.999009705,0.999009705,0.999009705,0.991343964,0.991343964,0.991343964
908,47149.5,47146,47153,0.909090909,0.909090909,0.909090909,0.96969697,0.96969697,0.96969697,0,0,0,0.833333333,0.833333333,0.833333333,0.984615385,0.984615385,0.984615385,0,0,0,0.999456726,0.999456726,0.999456726,0.998942545,0.998942545,0.998942545
909,47157.5,47154,47161,0.876712329,0.876712329,0.876712329,0.927536232,0.927536232,0.927536232,0,0,0,0.914285714,0.914285714,0.914285714,0.955223881,0.955223881,0.955223881,0,0,0,0.998658918,0.998658918,0.998658918,0.999299369,0.999299369,0.999299369
910,47165.5,47162,47169,1,1,1,0.596491228,0.596491228,0.596491228,0,0,0,1,1,1,0.739130435,0.739130435,0.739130435,0,0,0,0.99884984,0.99884984,0.99884984,0.994179539,0.994179539,0.994179539
911,47173.5,47170,47177,0.9,0.9,0.9,0.866666667,0.866666667,0.866666667,0,0,0,0.8,0.8,0.8,0.875,0.875,0.875,0,0,0,0.999165638,0.999165638,0.999165638,0.987351779,0.987351779,0.987351779
912,47181.5,47178,47185,0.981132075,0.981132075,0.981132075,0.914285714,0.914285714,0.914285714,0,0,0,0.945454545,0.945454545,0.945454545,0.888888889,0.888888889,0.888888889,0,0,0,0.998868734,0.998868734,0.998868734,0.998371577,0.998371577,0.998371577
913,47189.5,47186,47193,1,1,1,0.820512821,0.820512821,0.820512821,0,0,0,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,0.999289268,0.999289268,0.999289268,1,1,1
914,47197.5,47194,47201,0.8,0.8,0.8,0.631578947,0.631578947,0.631578947,0,0,0,0.865671642,0.865671642,0.865671642,0.685714286,0.685714286,0.685714286,0,0,0,0.997719011,0.997719011,0.997719011,0.990153423,0.990153423,0.990153423
915,47205.5,47202,47209,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0,0,0,0.853333333,0.853333333,0.853333333,0,0,0,0.999366829,0.999366829,0.999366829,0.998581057,0.998581057,0.998581057
916,47213.5,47210,47217,0.983050847,0.983050847,0.983050847,0.96969697,0.96969697,0.96969697,0,0,0,0.950819672,0.950819672,0.950819672,0.941176471,0.941176471,0.941176471,0,0,0,0.999178307,0.999178307,0.999178307,0.999059588,0.999059588,0.999059588
917,47221.5,47218,47225,1,1,1,0.857142857,0.857142857,0.857142857,0,0,0,1,1,1,0.870967742,0.870967742,0.870967742,0,0,0,0.998020376,0.998020376,0.998020376,0.997259335,0.997259335,0.997259335
918,47229.5,47226,47233,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.999625131,0.999625131,0.999625131,0.993439227,0.993439227,0.993439227
919,47237.5,47234,47241,0.6,0.6,0.6,1,1,1,0,0,0,0.375,0.375,0.375,0.983606557,0.983606557,0.983606557,0,0,0,0.999753738,0.999753738,0.999753738,0.997050147,0.997050147,0.997050147
920,47245.5,47242,47249,0.96969697,0.96969697,0.96969697,1,1,1,0,0,0,0.96969697,0.96969697,0.96969697,1,1,1,0,0,0,0.99925932,0.99925932,0.99925932,0.998266898,0.998266898,0.998266898
921,47253.5,47250,47257,0.984615385,0.984615385,0.984615385,0.927536232,0.927536232,0.927536232,0,0,0,0.984615385,0.984615385,0.984615385,0.955223881,0.955223881,0.955223881,0,0,0,0.999547493,0.999547493,0.999547493,0.999876007,0.999876007,0.999876007
922,47261.5,47258,47265,0.962962963,0.962962963,0.962962963,0.378378378,0.378378378,0.378378378,0,0,0,0.962962963,0.962962963,0.962962963,0.482758621,0.482758621,0.482758621,0,0,0,0.99829024,0.99829024,0.99829024,0.984502233,0.984502233,0.984502233
923,47269.5,47266,47273,0.866666667,0.866666667,0.866666667,0.876712329,0.876712329,0.876712329,0,0,0,0.928571429,0.928571429,0.928571429,0.876712329,0.876712329,0.876712329,0,0,0,0.99833932,0.99833932,0.99833932,0.996179123,0.996179123,0.996179123
924,47277.5,47274,47281,0.941176471,0.941176471,0.941176471,0.955223881,0.955223881,0.955223881,0,0,0,0.955223881,0.955223881,0.955223881,0.941176471,0.941176471,0.941176471,0,0,0,0.99924541,0.99924541,0.99924541,0.999530296,0.999530296,0.999530296
925,47285.5,47282,47289,1,1,1,0.769230769,0.769230769,0.769230769,0,0,0,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,0.999959358,0.999959358,0.999959358,0.997951344,0.997951344,0.997951344
926,47293.5,47290,47297,0.961538462,0.961538462,0.961538462,0.678571429,0.678571429,0.678571429,0,0,0,0.96,0.96,0.96,0.863636364,0.863636364,0.863636364,0,0,0,0.99893511,0.99893511,0.99893511,0.99729486,0.99729486,0.99729486
927,47301.5,47298,47305,1,1,1,0.8,0.8,0.8,0,0,0,1,1,1,0.876712329,0.876712329,0.876712329,0,0,0,0.999069075,0.999069075,0.999069075,1,1,1
928,47309.5,47306,47313,1,1,1,0.876712329,0.876712329,0.876712329,0,0,0,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,0.999367159,0.999367159,0.999367159,1,1,1
929,47317.5,47314,47321,0.944444444,0.944444444,0.944444444,0.734693878,0.734693878,0.734693878,0,0,0,1,1,1,0.76,0.76,0.76,0,0,0,0.998985801,0.998985801,0.998985801,0.991352473,0.991352473,0.991352473
930,47325.5,47322,47329,0.923076923,0.923076923,0.923076923,0.864864865,0.864864865,0.864864865,0,0,0,0.837209302,0.837209302,0.837209302,0.888888889,0.888888889,0.888888889,0,0,0,0.998245194,0.998245194,0.998245194,0.996184246,0.996184246,0.996184246
931,47333.5,47330,47337,0.727272727,0.727272727,0.727272727,0.955223881,0.955223881,0.955223881,0,0,0,0.780487805,0.780487805,0.780487805,0.96969697,0.96969697,0.96969697,0,0,0,0.998022413,0.998022413,0.998022413,0.999876007,0.999876007,0.999876007
932,47341.5,47338,47345,0.914285714,0.914285714,0.914285714,0.736842105,0.736842105,0.736842105,0,0,0,0.901408451,0.901408451,0.901408451,0.857142857,0.857142857,0.857142857,0,0,0,0.998029041,0.998029041,0.998029041,0.994423792,0.994423792,0.994423792
933,47349.5,47346,47353,1,1,1,0.88,0.88,0.88,0,0,0,1,1,1,0.956521739,0.956521739,0.956521739,0,0,0,0.999838245,0.999838245,0.999838245,0.996873046,0.996873046,0.996873046
934,47357.5,47354,47361,0.857142857,0.857142857,0.857142857,0.96969697,0.96969697,0.96969697,0,0,0,0.833333333,0.833333333,0.833333333,0.96969697,0.96969697,0.96969697,0,0,0,0.996994622,0.996994622,0.996994622,0.9903483,0.9903483,0.9903483
935,47365.5,47362,47369,1,1,1,0.810126582,0.810126582,0.810126582,0,0,0,1,1,1,0.820512821,0.820512821,0.820512821,0,0,0,0.993736418,0.993736418,0.993736418,0.986720684,0.986720684,0.986720684
936,47373.5,47370,47377,1,1,1,0.691358025,0.691358025,0.691358025,0,0,0,1,1,1,0.857142857,0.857142857,0.857142857,0,0,0,0.998605418,0.998605418,0.998605418,0.997817346,0.997817346,0.997817346
937,47381.5,47378,47385,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.998156842,0.998156842,0.998156842,0.978413384,0.978413384,0.978413384
938,47389.5,47386,47393,0.666666667,0.666666667,0.666666667,0.984615385,0.984615385,0.984615385,0,0,0,0.5,0.5,0.5,0.984615385,0.984615385,0.984615385,0,0,0,0.999661794,0.999661794,0.999661794,0.997958489,0.997958489,0.997958489
939,47397.5,47394,47401,0.984615385,0.984615385,0.984615385,0.941176471,0.941176471,0.941176471,0,0,0,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,0.99912142,0.99912142,0.99912142,0.998751561,0.998751561,0.998751561
940,47405.5,47402,47409,0.986666667,0.986666667,0.986666667,0.959349593,0.959349593,0.959349593,0,0,0,0.973684211,0.973684211,0.973684211,0.975206612,0.975206612,0.975206612,0,0,0,0.998820158,0.998820158,0.998820158,0.998892427,0.998892427,0.998892427
941,47413.5,47410,47417,1,1,1,0.85,0.85,0.85,0,0,0,1,1,1,0.891891892,0.891891892,0.891891892,0,0,0,0.999268553,0.999268553,0.999268553,0.998547617,0.998547617,0.998547617
942,47421.5,47418,47425,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,0.999649737,0.999649737,0.999649737,0.999790312,0.999790312,0.999790312
943,47429.5,47426,47433,1,1,1,0.388888889,0.388888889,0.388888889,0,0,0,1,1,1,0.56,0.56,0.56,0,0,0,0.999649273,0.999649273,0.999649273,0.994698085,0.994698085,0.994698085
944,47437.5,47434,47441,0.727272727,0.727272727,0.727272727,0.98245614,0.98245614,0.98245614,0,0,0,0.444444444,0.444444444,0.444444444,1,1,1,0,0,0,0.999965216,0.999965216,0.999965216,0.995998933,0.995998933,0.995998933
945,47445.5,47442,47449,0.903225806,0.903225806,0.903225806,1,1,1,0,0,0,0.875,0.875,0.875,1,1,1,0,0,0,0.998697534,0.998697534,0.998697534,0.997087944,0.997087944,0.997087944
946,47453.5,47450,47457,0.955223881,0.955223881,0.955223881,1,1,1,0,0,0,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.999831508,0.999831508,0.999831508,1,1,1
947,47461.5,47458,47465,0.984615385,0.984615385,0.984615385,0.757575758,0.757575758,0.757575758,0,0,0,0.984615385,0.984615385,0.984615385,0.909090909,0.909090909,0.909090909,0,0,0,0.998589446,0.998589446,0.998589446,0.997465299,0.997465299,0.997465299
948,47469.5,47466,47473,1,1,1,0.789473684,0.789473684,0.789473684,0,0,0,1,1,1,0.842105263,0.842105263,0.842105263,0,0,0,0.998972183,0.998972183,0.998972183,0.980761009,0.980761009,0.980761009
949,47477.5,47474,47481,0.6,0.6,0.6,0.984615385,0.984615385,0.984615385,0,0,0,0.444444444,0.444444444,0.444444444,1,1,1,0,0,0,0.999756967,0.999756967,0.999756967,0.99756254,0.99756254,0.99756254
950,47485.5,47482,47489,0.842105263,0.842105263,0.842105263,1,1,1,0,0,0,0.901408451,0.901408451,0.901408451,1,1,1,0,0,0,0.999065558,0.999065558,0.999065558,1,1,1
951,47493.5,47490,47497,0.864864865,0.864864865,0.864864865,0.953846154,0.953846154,0.953846154,0,0,0,0.876712329,0.876712329,0.876712329,1,1,1,0,0,0,0.999016716,0.999016716,0.999016716,0.999667387,0.999667387,0.999667387
952,47501.5,47498,47505,0.853333333,0.853333333,0.853333333,0,0,0,0,0,0,0.864864865,0.864864865,0.864864865,0,0,0,0,0,0,0.998769597,0.998769597,0.998769597,0.991561765,0.991561765,0.991561765
953,47509.5,47506,47513,0.608695652,0.608695652,0.608695652,0.877192982,0.877192982,0.877192982,0,0,0,0.538461538,0.538461538,0.538461538,0.980392157,0.980392157,0.980392157,0,0,0,0.998368568,0.998368568,0.998368568,0.987259066,0.987259066,0.987259066
954,47517.5,47514,47521,0.98245614,0.98245614,0.98245614,0.984615385,0.984615385,0.984615385,0,0,0,0.918032787,0.918032787,0.918032787,0.96969697,0.96969697,0.96969697,0,0,0,0.999756038,0.999756038,0.999756038,0.999615237,0.999615237,0.999615237
955,47525.5,47522,47529,0.955223881,0.955223881,0.955223881,1,1,1,0,0,0,0.927536232,0.927536232,0.927536232,1,1,1,0,0,0,0.99601665,0.99601665,0.99601665,0.990254195,0.990254195,0.990254195
956,47533.5,47530,47537,0.949494949,0.949494949,0.949494949,0.967741935,0.967741935,0.967741935,0,0,0,0.94,0.94,0.94,0.967213115,0.967213115,0.967213115,0,0,0,0.998099117,0.998099117,0.998099117,0.998454051,0.998454051,0.998454051
957,47541.5,47538,47545,1,1,1,0.571428571,0.571428571,0.571428571,0,0,0,1,1,1,0.571428571,0.571428571,0.571428571,0,0,0,0.99337098,0.99337098,0.99337098,0.995196764,0.995196764,0.995196764
958,47549.5,47546,47553,1,1,1,0.356164384,0.356164384,0.356164384,0,0,0,1,1,1,0.648648649,0.648648649,0.648648649,0,0,0,0.997658279,0.997658279,0.997658279,0.993606282,0.993606282,0.993606282
959,47557.5,47554,47561,0.971428571,0.971428571,0.971428571,0.571428571,0.571428571,0.571428571,0,0,0,0.871794872,0.871794872,0.871794872,0.714285714,0.714285714,0.714285714,0,0,0,0.999084129,0.999084129,0.999084129,0.990015765,0.990015765,0.990015765
960,47565.5,47562,47569,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.941176471,0.941176471,0.941176471,0.927536232,0.927536232,0.927536232,0,0,0,0.999051008,0.999051008,0.999051008,0.998031496,0.998031496,0.998031496
961,47573.5,47570,47577,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,1,1,1,0,0,0,0.999919865,0.999919865,0.999919865,1,1,1
962,47581.5,47578,47585,0.941176471,0.941176471,0.941176471,0.730769231,0.730769231,0.730769231,0,0,0,0.955223881,0.955223881,0.955223881,0.88372093,0.88372093,0.88372093,0,0,0,0.999615089,0.999615089,0.999615089,0.996578538,0.996578538,0.996578538
